기간_일자+요일,노출수,클릭수,CTR,CR,객단가,결제고객수,CPM,CPC,CPUV,UV,광고비,거래액,ROAS,순결제비중,거래액(총),ROAS(총),UV/클릭,CR(총),객단가(총),결제고객수(총),가입률,가입수,가입CPA,첫구매율,첫구매수,첫구매CPA,첫구매거래액,첫구매비중,신규고객수,신규거래액,신규비중,윈백고객수,윈백거래액,date
25-01-11 (토),8145847,200706,0.02463905840608104,0.009692292554013974,191260.3488034808,1379,2681.7090813269633,108.83975503970983,153.53597797972984,142278,21844791.875,263748021,12.073725513578509,0.7433003190438,354833725,16.24340149498449,0.7088876266778272,0.010472455333923728,238143.43959731545,1490,0.004399836938950506,626,34895.83366613418,0.0010613025204177736,151,144667.49586092716,28591247,0.10840364561446321,125,24918915,0.09448000749169602,804,164759222,2025-01-11
25-01-12 (일),9186416,210231,0.02288498583125345,0.011375541571757835,205024.17884729648,1683,2889.1703385738247,126.24741653229067,179.39371421908902,147949,26541120.625,345055693,13.000795930032439,0.8767903370064978,393544133,14.82771351520505,0.7037449281980298,0.011531000547485957,230682.37573270808,1706,0.004677287443646121,692,38354.220556358385,0.0016019033585897844,237,111987.85073839662,39778974,0.11528276393341523,165,31535940,0.09139376813585857,960,226081583,2025-01-12
25-01-13 (월),10151284,189372,0.018654980000559537,0.008563237369037255,192758.85451358458,1141,2219.916659311275,118.99860837399402,169.12584780552967,133244,22535004.464999996,219937853,9.759831791539876,0.5497275322897093,400085206,17.753943941807872,0.7036098261622626,0.011925490078352497,251784.2706104468,1589,0.004818228212902645,642,35101.25306074766,0.0012983699078382516,173,130260.14141618495,31125799,0.14152088226486415,136,26861237,0.1221310321693465,584,124884012,2025-01-13
25-01-14 (화),10144966,191473,0.018873695584588453,0.009445600204387021,174533.79289026276,1294,2207.871237813907,116.9813949747484,163.50070177743714,136995,22398778.64,225846728,10.082992989478464,0.632117788248467,357285829,15.951129958575276,0.7154794670789093,0.012007737508668199,217195.03282674772,1645,0.00578853242819081,793,28245.622496847416,0.001678893390269718,230,97385.99408695652,33991386,0.15050643549726345,160,23818729,0.10546413140862505,535,111003076,2025-01-14
25-01-15 (수),10785413,201112,0.01864666656714954,0.009593531623253871,176946.83542435424,1355,2324.5399109890363,124.66249142268984,177.50598604512854,141241,25071122.974999998,239762962,9.563311633032267,0.5767824251196825,415690478,16.580449085368503,0.7023002108277975,0.011866242804851282,248025.3448687351,1676,0.0053242330484774255,752,33339.259275265955,0.0015151407877316077,214,117154.78025700933,39377715,0.1642360215753424,165,32959224,0.13746586931137428,681,114314752,2025-01-15
25-01-16 (목),9763281,195944,0.020069482789648273,0.008915360407387657,175429.94187026116,1187,2149.2526667008765,107.09058570305803,157.60552891295694,133141,20983757.725,208235341,9.923643978785977,0.6080670898023317,342454549,16.319982030291953,0.6794849548850692,0.01128878407102245,227847.3379906853,1503,0.004979683193005911,663,31649.709992458524,0.0014495910350680857,193,108724.13329015544,33633505,0.16151679555681184,147,28721606,0.13792858533076766,584,100241348,2025-01-16
25-01-17 (금),9132014,185968,0.02036440154384345,0.008424852161892328,184152.8650865998,1097,2314.9263185536074,113.67514599285899,162.35265762998233,130210,21139939.55,202015693,9.556114979524622,0.5946657883173676,339712990,16.069723813377696,0.7001742235223264,0.010536825128638353,247604.2201166181,1372,0.0044697027878043165,582,36322.92018900344,0.0013593426004147146,177,119434.68672316385,30507615,0.1510160648757124,135,27767667,0.13745301955328787,518,101541540,2025-01-17
25-01-18 (토),8051483,190623,0.02367551418788315,0.00928195074133072,172653.90594059406,1212,2669.078992652658,112.73584055963866,164.57882103142998,130576,21490044.135,209256534,9.737371067525729,0.6937591449021961,301627064,14.035665171517804,0.6849960393027075,0.009971204509251317,231664.41167434715,1302,0.004755850998652126,621,34605.546111111114,0.0013325572846464894,174,123506.00077586208,34424689,0.16450950582981558,119,24836622,0.11868982786458654,629,104208848,2025-01-18
25-01-19 (일),9420525,202742,0.02152130587201881,0.011906354515050167,178056.95150798344,1691,2736.2060102807436,127.1394043908021,181.49267470515755,142025,25776497.125,301094305,11.680962837575628,0.8511770985641779,353738729,13.723304888347974,0.7005208590227975,0.012166872029572258,204709.91261574073,1728,0.005231473332159831,743,34692.45911843876,0.00148565393416652,211,122163.49348341233,32603032,0.1082817956321027,146,21641680,0.07187674971135705,980,185161174,2025-01-19
25-01-20 (월),9826574,190488,0.019384986059230818,0.010872828651082994,182542.68244575936,1521,2603.6240987957754,134.31137328860612,182.89159250125098,139890,25584704.875,277647420,10.852086094270415,0.6856998817021498,404910993,15.826291332195796,0.7343769686279451,0.012474086782471942,232040.68366762178,1745,0.004882407605976124,683,37459.30435578331,0.0016512974479948532,231,110756.29816017316,29461210,0.10611015222111554,166,30915919,0.11134956341391539,714,143024549,2025-01-20
25-01-21 (화),9082512,178936,0.019701157565219844,0.009130830399177118,152072.42634315425,1154,2096.5693329114233,106.41858611458845,150.66753273727105,126385,19042116.125,175491580,9.215970475550286,0.5933465892757727,295765718,15.532187497359882,0.706313989359324,0.011520354472445307,203135.79532967033,1456,0.004343869921272303,549,34685.09312386157,0.001281797681686909,162,117543.92669753087,23289356,0.132709250210181,147,24938790,0.14210818547533732,570,91732278,2025-01-21
25-01-22 (수),9173206,183919,0.020049587897622706,0.009701315678824528,166529.99684791174,1269,2312.4303433281666,115.33555478226828,162.16563257318032,130807,21212399.9,211326566,9.962407223899264,0.6860855683410866,308017798,14.520648274220024,0.7112207004170314,0.011390827707997278,206723.3543624161,1490,0.004273471603201663,559,37947.04812164579,0.0013072694886359293,171,124049.12222222221,24284981,0.11491683918244334,134,19645786,0.09296410939644947,686,115523521,2025-01-22
25-01-23 (목),8315926,175066,0.021051894882181493,0.008231111680491945,178705.10311284047,1028,2316.717296426159,110.04792249780084,154.2584761233706,124892,19265649.6,183708846,9.535564583298555,0.5706822451710624,321910919,16.70906124027087,0.7133995178961078,0.010649200909585882,242038.284962406,1330,0.003803286039137815,475,40559.26231578948,0.00132114146622682,165,116761.51272727274,29858845,0.16253351784703934,123,19711853,0.10729942204307352,485,85976042,2025-01-23
25-01-24 (금),8264092,178153,0.021557480241023455,0.007214656290531777,222677.66292134832,890,2473.848536536137,114.75592271811307,165.72723654345006,123360,20444111.9,198183120,9.693897243831854,0.6226403255898314,318294707,15.569016084283907,0.6924385219446206,0.00923313878080415,279451.0158033363,1139,0.004345006485084306,536,38141.999813432834,0.0007863164721141375,97,210764.04020618554,16240489,0.08194688326634478,67,14233742,0.07182116216557696,472,119019891,2025-01-24
25-01-25 (토),7371585,180878,0.02453719247624493,0.010453837669499772,225179.5709852599,1289,2929.421396483931,119.38698362984995,175.13202187276974,123304,21594478.825,290256467,13.441235111632754,0.850207457567765,341394873,15.809359224023783,0.6816970554738553,0.009740154415104132,284258.8451290591,1201,0.003957698047103095,488,44250.98119877049,0.001451696619736586,179,120639.54650837988,40442328,0.13933308159504332,131,28795823,0.0992082047219296,688,166659222,2025-01-25
25-01-26 (일),7307539,187016,0.02559220005531274,0.007786523978163711,212593.24031777558,1007,3166.356286295564,123.72348916670232,178.91430996087408,129326,23138272.05,214081393,9.25226363219288,0.6847492615204147,312642021,13.51190012479778,0.6915237198956239,0.008985045543819495,269055.095524957,1162,0.004330142430756383,560,41318.34294642857,0.0010129440329090826,131,176628.03091603055,25096739,0.11722989395907005,96,13145077,0.06140223966124884,530,120211754,2025-01-26
25-01-27 (월),6400146,166255,0.02597675115536427,0.006938267212239815,187807.35897435897,780,2565.5596333271146,98.76368364861207,146.05903064401352,112420,16419956.225,146489740,8.921445221453384,0.8398696635093401,174419611,10.622416321332185,0.6761901897687288,0.007160647571606476,216670.32422360248,805,0.004314178971713219,485,33855.57984536082,0.0011919587262053015,134,122536.98675373134,24905356,0.1700143368402456,109,20660952,0.14104026671082903,386,78016677,2025-01-27
25-01-28 (화),5717055,159726,0.02793851029944613,0.006754691023044292,205952.4314002829,707,2745.1724314354155,98.25765232335374,149.94364824970384,104668,15694301.775,145608369,9.27778572678809,0.8342732204526849,174533193,11.120800116002611,0.6552971964489188,0.00687889326250621,242407.2125,720,0.004136889975923873,433,36245.50063510393,0.001394886689341537,146,107495.2176369863,26918505,0.18486921586217342,97,17145302,0.11774942688905471,333,72445881,2025-01-28
25-01-29 (수),6248461,168093,0.02690150422640071,0.008871908378718442,186729.7370600414,966,2907.537640068491,108.08085732302952,166.8546563742733,108883,18167635.55,180380926,9.928695756999595,0.859313376883818,209912857,11.554219943607356,0.6477545168448419,0.007981043872780876,241556.79746835443,869,0.004215534105415905,459,39580.90533769063,0.0012582313125097582,137,132610.4784671533,23967155,0.13286967492338964,109,20151257,0.111715010266662,442,97482077,2025-01-29
25-01-30 (목),6402358,172917,0.02700833036827994,0.009242017282658131,223953.79758588673,1077,3295.1593576929004,122.00529661629568,181.0370442278153,116533,21096789.875,241198240,11.432935599639421,0.8461556790187867,285051848,13.511621895508878,0.6739244840009947,0.009121879639243819,268157.90028222016,1063,0.005037199763157217,587,35940.016822827936,0.0013129328173135508,153,137887.51552287582,22818171,0.09460338931163013,134,24263082,0.10059394297404492,541,131053857,2025-01-30
25-01-31 (금),7836552,181156,0.023116799327050977,0.0104080104656042,286797.4134387352,1265,3940.5075440065984,170.4607756574444,254.0705792695469,121541,30879992.275,362798728,11.748666410571504,0.7356735394801776,493151797,15.96994560776651,0.6709189869504736,0.011436469997778528,354785.4654676259,1390,0.004788507581803671,582,53058.40597079037,0.0015468031363901893,188,164255.27805851062,43098372,0.11879416512176967,139,36202227,0.09978598105779467,542,154300261,2025-01-31
25-02-01 (토),7090997,186700,0.02632916076540436,0.011801117205978562,350313.11371712864,1407,5234.352464822648,198.80437935190145,311.3144584654354,119226,37116777.625,492890551,13.279454266741455,0.8071939126160383,610622235,16.451380590450704,0.638596679164435,0.012530823813597705,408716.3554216867,1494,0.005250532601949239,626,59291.97703674121,0.0016019995638535218,191,194328.67866492146,37484790,0.07605094056672229,156,49767691,0.10097107948007711,733,259263015,2025-02-01
25-02-02 (일),7756486,198467,0.025587231125022335,0.012299882858258494,220138.51526251526,1638,3445.209028933979,134.64563680611892,200.66316943501639,133172,26722715.6,360586888,13.493646880708486,0.8779893758253698,410696186,15.368804284247219,0.6710032398333224,0.01226233742828823,251497.97060624618,1633,0.0047532514342354245,633,42215.9804107425,0.0016595080046856697,221,120917.26515837105,37081403,0.10283624899860475,162,29613153,0.08212487471258245,898,213694455,2025-02-02
25-02-03 (월),8828674,191542,0.021695443732546928,0.0052287483354524185,157940.0892086331,695,2415.3689302606485,111.33069966378132,160.4323300280622,132919,21324504.875,109768362,5.147522188366871,0.3775981298427954,290701551,13.632276702508902,0.6939417986655668,0.010186655030507301,214698.3389955687,1354,0.003987390816963715,530,40234.91485849056,0.0007673846477930168,102,209063.77328431373,17259362,0.15723439509828888,85,9178672,0.08361855668393776,322,46189921,2025-02-03
25-02-04 (화),11080385,218693,0.019736949573503085,0.010150349221117379,221463.16168045832,1571,2953.984405776514,149.6677282766252,211.47929225381688,154773,32731284.5,347918627,10.62954394594566,0.6645004100821406,523579251,15.996294034839972,0.707718125408678,0.012179126850290425,277760.87586206896,1885,0.004283692892171115,663,49368.453242835596,0.0012922150504286922,200,163656.4225,26254836,0.07546257648343732,139,22657080,0.06512177917970458,819,189550709,2025-02-04
25-02-05 (수),11411278,227667,0.01995105193300873,0.011153779123923534,210775.6109913793,1856,2842.502836667374,142.4738327689125,194.93025934339337,166401,32436590.085,391199534,12.060439552211333,0.6510468752194967,600877677,18.524686948455482,0.7308964408544057,0.013257131868197908,272383.35312783316,2206,0.004368964128821341,727,44617.042757909214,0.0012499924880259132,208,155945.1446394231,31544569,0.0806354973827755,168,26843461,0.06861833582859023,1041,244695709,2025-02-05
25-02-06 (목),9692811,199232,0.020554615167880607,0.008700760966875559,182176.0924437299,1244,2563.9582640164963,124.7388113606248,173.81912254504252,142976,24851962.865,226627059,9.119080864198773,0.6126784975105067,369895565,14.883957738442405,0.7176357211692901,0.01081300358102059,239259.7445019405,1546,0.004427316472694718,633,39260.60484202211,0.0012729409131602507,182,136549.246510989,28109992,0.12403634466262037,143,22501045,0.09928666549919796,602,121058454,2025-02-06
25-02-07 (금),8718152,197079,0.022605593478984994,0.009243102353121554,173987.2393364929,1266,2480.263004705584,109.71899530137661,157.872406309549,136967,21623309.875,220267845,10.18659244460372,0.6536964672570128,336957374,15.58306179525164,0.694985259718184,0.0106010936941015,232064.30716253445,1452,0.0043660151715376695,598,36159.38106187291,0.001474807800419079,202,107046.088490099,34246870,0.1554782996129099,161,28670421,0.13016162663233938,576,114400900,2025-02-07
25-02-08 (토),7275226,204353,0.028088886860696837,0.011055696997175042,186431.3141955836,1585,3377.452828269527,120.2416046253297,171.39282691033375,143365,24571732.63,295493633,12.025754856180853,0.7411026446997037,398721601,16.226841102494937,0.7015556414635459,0.01185087015659331,234680.1653914067,1699,0.004373452376800474,627,39189.366236044654,0.0012973877864192794,186,132106.08940860216,34080726,0.11533489115821322,147,32658806,0.11052287546243002,931,178170843,2025-02-08
25-02-09 (일),8209059,220017,0.026801732086466915,0.012775129900504431,189335.15042058387,2021,3610.686300951181,134.71839391956075,187.36227306919176,158198,29640336.875,382646339,12.909648787519052,0.8560381778111774,446996815,15.080692803360725,0.7190262570619543,0.01283202063237209,220195.47536945812,2030,0.004589185703991201,726,40826.91029614325,0.0014349106815509678,227,130574.1712555066,42606185,0.11134611952997152,177,35922395,0.09387884147507812,1194,242718221,2025-02-09
25-02-10 (월),8937208,194427,0.021754780687659948,0.009168048376085048,314639.43920972646,1316,3976.1852331287346,182.77294035807782,247.56513407225756,143542,35535994.474999994,414065502,11.65200265582268,0.6923937474033385,598020279,16.828578680152447,0.7382822344633204,0.011606359114405539,358955.74969987996,1666,0.0040127628150645805,576,61694.434852430546,0.0013236544008025527,190,187031.54986842102,50336604,0.12156676602341047,158,59797140,0.14441468731679077,659,193738553,2025-02-10
25-02-11 (화),8527473,187498,0.02198752197749556,0.0077899684128606966,214660.98530852105,1021,2636.897447227332,119.92699540795103,171.56296663513038,131066,22486071.785,219168866,9.746872112460437,0.6442432333467972,340195837,15.129180421230252,0.6990261229453114,0.010956312087040117,236905.17896935935,1436,0.004539697556956037,595,37791.71728571429,0.0014649108082950574,192,117114.95721354167,29158015,0.1330390375793613,159,26853751,0.12252539099235016,511,118809548,2025-02-11
25-02-12 (수),8440536,194749,0.023073060762965763,0.008736372283602838,153127.45896147404,1194,2576.067682194591,111.64828579350858,159.0941099729275,136670,21743392.01,182834186,8.408724173114882,0.5557274297146808,328999751,15.131022374461619,0.7017751053920688,0.011458257115680106,210089.24074074073,1566,0.0044340381941903855,606,35880.1848349835,0.0013243579424892075,181,120129.2376243094,15262499,0.08347727158639796,142,15940982,0.08718819138123327,573,93980814,2025-02-12
25-02-13 (목),7390137,180158,0.02437816782016355,0.007621225111936743,179301.27083333334,960,2404.799748637948,98.64563105718315,141.08633895398685,125964,17771799.6,172129220,9.68552560090763,0.570158366153831,301897210,16.98743046821212,0.699186269829816,0.010630021275920104,225464.68259895444,1339,0.004159918706932139,524,33915.648091603056,0.0013575307230637324,171,103928.65263157895,21055020,0.12232100976231694,127,13576882,0.07887610250020305,474,100298777,2025-02-13
25-02-14 (금),6933420,181903,0.02623568166936375,0.011712506858137926,112948.18940936864,1473,2562.9052401268063,97.68777013023424,141.29512217424838,125763,17769698.45,166372683,9.362718420244212,0.5642319527510822,294865759,16.593740171207013,0.6913739740411098,0.012157788856817984,192848.7632439503,1529,0.004079101166479807,513,34638.78840155945,0.0016777589593123573,211,84216.58033175355,26933938,0.16188918465659413,150,19745303,0.11868115993537233,533,86949310,2025-02-14
25-02-15 (토),5862211,186301,0.03177998881309458,0.009681550957415495,184392.44124897287,1217,3050.0321772791867,95.97335591328012,142.23950247806337,125703,17879932.18,224405601,12.55069643110917,0.738442600509056,303890378,16.9961706197031,0.6747306777741398,0.01066800315028281,226614.74869500374,1341,0.0039298982522294615,494,36194.19469635627,0.0011694231641249612,147,121632.19170068027,25093636,0.11182268128860116,131,25457464,0.11344397771961137,703,143215603,2025-02-15
25-02-16 (일),6849556,209856,0.030637898281290057,0.012602385888590558,187931.74379719526,1854,3458.4354664740313,112.88096313662702,161.02197192672398,147115,23688747.4,348425453,14.708479393891466,0.8558944609083189,407089272,17.1849218165077,0.7010283241842025,0.012881079427658634,214822.83482849604,1895,0.004024062808007341,592,40014.77601351351,0.0014274547122999014,210,112803.55904761904,36302064,0.10418889804815723,158,26796144,0.07690639064764307,1118,235222894,2025-02-16
25-02-17 (월),8477430,196917,0.02322838407394694,0.007423580786026201,158503.9556412729,1037,2269.2678730464304,97.6937468324218,137.7160823609421,139690,19237559.545,164368602,8.544150395766845,0.5543951051727186,296482780,15.411662758286733,0.7093851724330555,0.01014389004223638,209232.7311220889,1417,0.003980241964349631,556,34599.927239208635,0.001224139165294581,171,112500.34821637427,20198867,0.12288762424346714,142,20242530,0.12315326500130482,498,92609646,2025-02-17
25-02-18 (화),8542346,196316,0.022981508826732142,0.00877527112784873,149476.14086814088,1221,2308.562785913846,100.45305568573116,141.7306335300163,139141,19720542.08,182510368,9.254835250451697,0.6159408906906475,296311498,15.025524998144475,0.7087603659406263,0.010701374864346238,199000.33445265278,1489,0.004225929093509461,588,33538.336870748295,0.0011858474497092877,165,119518.43684848484,27609266,0.15127505523412238,128,29059432,0.15922071890184342,602,100855448,2025-02-18
25-02-19 (수),8642374,201333,0.023296029540031477,0.008986956920450618,166798.40737833595,1274,2566.323174049168,110.16139765959878,156.45434692898613,141761,22179124.675,212501171,9.581134247355052,0.6443820145656036,329775143,14.868717671789723,0.7041120929008161,0.011364197487320208,204702.13718187463,1611,0.0044229371971134515,627,35373.404585326956,0.0012415262307686882,176,126017.75383522728,29358666,0.13815766690528025,145,23875746,0.11235583261797649,645,112596928,2025-02-19
25-02-20 (목),7110579,190179,0.026745923222286118,0.008166707183663547,160144.90976744186,1075,2432.463179158828,90.94706355591312,131.39830436368058,131632,17296221.6,172155778,9.953374903568534,0.6003018738867197,286782010,16.580616080913302,0.692147923798106,0.010818038167011062,201391.86095505618,1424,0.004049167375714112,533,32450.69718574109,0.0010939589157651635,144,120112.65000000001,18977809,0.11023625939525539,122,18624999,0.10818689454617085,586,104543799,2025-02-20
25-02-21 (금),7097216,184956,0.026060359442350352,0.009069818136522172,184848.51416309012,1165,2566.4600767399497,98.48137675987802,141.80619020926756,128448,18214721.52,215348519,11.82277306647508,0.6523678218726661,330102914,18.122863620920185,0.6944786868228119,0.011311970602889885,227187.13971094287,1453,0.004616654210264076,593,30716.22516020236,0.0013312780269058295,171,106518.83929824561,29895550,0.1388240334264848,141,21501331,0.09984434116307993,615,127240579,2025-02-21
25-02-22 (토),6230728,192394,0.030878253712888767,0.009731250237579352,172433.6609375,1280,3117.1515431262605,100.94973543873509,147.65745543011366,131535,19422123.4,220715086,11.364106872063228,0.6790116660566952,325053452,16.73624687195634,0.6836751665852365,0.01074238795757783,230044.90587402688,1413,0.004257421978940966,560,34682.36321428571,0.0012316113581936367,162,119889.65061728394,28168769,0.12762502786057858,129,23229603,0.10524701061892978,726,137294230,2025-02-22
25-02-23 (일),6870311,210240,0.030601234791263452,0.011727322912038346,194898.30826636052,1742,3757.6415718298636,122.79378912195587,173.79708247499025,148542,25816166.225,339512853,13.151172410379845,0.8495177086459739,399653650,15.480751344596673,0.7065353881278539,0.012016803328351578,223895.60224089635,1785,0.004227760498714169,628,41108.544944267516,0.0011713858706628429,174,148368.77140804598,30347763,0.0893861977001501,135,26368766,0.07766647349872201,1047,215183908,2025-02-23
25-02-24 (월),8246082,194315,0.023564524340165427,0.00894867543675473,201682.0647249191,1236,2598.1375367113737,110.25631153024729,155.1136697171321,138121,21424455.175,249279032,11.635256531091693,0.6992455389599539,356497136,16.63972936945408,0.7108097676453181,0.01114240412392033,231642.0636777128,1539,0.004662578463810717,644,33267.78753881987,0.0014842058774552746,205,104509.5374390244,34295665,0.1375794214412707,164,27429455,0.11003514728025741,582,144713765,2025-02-24
25-02-25 (화),8488514,199627,0.023517308212014493,0.00910883110529118,156299.2764612954,1266,2406.8605971551674,102.34422134781367,146.99804206898537,138986,20430669.875,197874884,9.685188259153936,0.5970224020134428,331436280,16.222487173832818,0.6962284660892565,0.011871699307843956,200870.47272727272,1650,0.00437454132070856,608,33603.07545230263,0.0015469183946584548,215,95026.3715116279,32559380,0.1645452891333091,169,29555441,0.1493642871826017,599,99371737,2025-02-25
25-02-26 (수),9376577,211850,0.022593532799869292,0.00958963820910393,162244.94877344876,1386,2535.6322029883613,112.22823032806231,164.50139136240668,144531,23775550.595,224871499,9.458098482366609,0.6386233281273208,352119143,14.810136219265967,0.682232711824404,0.012128885844559298,200866.59612093554,1753,0.004352007527796805,629,37798.96755961844,0.0013561104538126769,196,121303.82956632653,26637269,0.11845551400891405,161,24830744,0.11042192590177913,758,129695733,2025-02-26
25-02-27 (목),8717390,202655,0.023247210460929247,0.008776141321998955,177346.8849557522,1243,2507.8499298528573,107.87745626804174,154.35492819520735,141634,21861905.9,220442178,10.083392500559615,0.6129403236475335,359647048,16.450855183673625,0.6988922059658039,0.011339085247892455,223939.63138231632,1606,0.004080941016987446,578,37823.36660899653,0.0011649745117697729,165,132496.39939393938,22173636,0.10058708456418898,138,21156588,0.09597341212986926,660,135831521,2025-02-27
25-02-28 (금),7792279,192938,0.024760150400158925,0.010941809467830176,198000.39049586776,1452,2835.6241992875252,114.52370657931563,166.50822821057707,132702,22095974.9,287496567,13.011264191832515,0.8366585363438943,343624734,15.551462904675912,0.6877960795696026,0.011002094919443565,235359.40684931507,1460,0.004295338427453995,570,38764.86824561403,0.0011906376693644406,158,139847.94240506328,25566748,0.0889288810186036,112,18833077,0.06550713699478714,790,179302538,2025-02-28
25-03-01 (토),7366526,205666,0.027918994652296074,0.011754802405563433,192688.65483870968,1550,2816.5073943945895,100.88140455884783,157.3465615307028,131861,20747874.95,298667415,14.395084591542712,0.8331970417948777,358459524,17.2769271486283,0.6411414623710288,0.013021287567969301,208770.83517763542,1717,0.005354122902146958,706,29387.92485835694,0.0015091649540045957,199,104260.67814070352,28945026,0.0969139067279904,159,27754634,0.09292822921442569,924,200316651,2025-03-01
25-03-02 (일),7681286,219231,0.02854092400673533,0.010900715108337573,174457.6683046683,1628,3172.8152974645136,111.16722418362367,163.18465412995153,149348,24371301.725,284017084,11.653751088258705,0.6666061656253512,426064292,17.48221317054003,0.6812357741377816,0.013659372740177304,208855.0450980392,2040,0.004988349358545143,745,32713.156677852352,0.0012788922516538555,191,127598.43835078535,30061870,0.10584528781374292,148,24947641,0.08783852241789793,885,165197011,2025-03-02
