date,category,광고_이월,광고_입점,광고_정상,EP_이월,EP_입점,EP_정상
2025-01-05,골프,1457273.0,983036.0,2035091.0,2389327.0,6346309.0,1878418.0
2025-01-05,남성,4201318.0,85364.0,2208427.0,24667145.0,2846400.0,13514455.0
2025-01-05,리빙,0.0,899545.0,0.0,0.0,2441909.0,0.0
2025-01-05,명품,0.0,772909.0,0.0,0.0,3476455.0,0.0
2025-01-05,뷰티,0.0,1857091.0,0.0,0.0,1763891.0,-26727.0
2025-01-05,슈즈,875364.0,135455.0,324091.0,1541545.0,43636.0,685727.0
2025-01-05,스포츠,76364.0,154727.0,0.0,846273.0,2548195.0,0.0
2025-01-05,아웃도어,0.0,383636.0,0.0,0.0,5842091.0,0.0
2025-01-05,여성,6462364.0,647927.0,851455.0,25756018.0,3649164.0,13001318.0
2025-01-05,잡화,3067455.0,70182.0,2114636.0,18013582.0,2143455.0,5092509.0
2025-01-05,키즈,0.0,261909.0,0.0,0.0,1718600.0,0.0
2025-01-06,골프,603300.0,938191.0,178545.0,1580582.0,1962000.0,4558818.0
2025-01-06,남성,1624182.0,-145155.0,-23000.0,10343145.0,1492645.0,4203627.0
2025-01-06,리빙,0.0,927818.0,0.0,0.0,4272409.0,0.0
2025-01-06,명품,0.0,279091.0,0.0,0.0,1926364.0,0.0
2025-01-06,뷰티,0.0,830818.0,222727.0,0.0,1191073.0,78182.0
2025-01-06,슈즈,412045.0,-6364.0,945773.0,637136.0,765545.0,650000.0
2025-01-06,스포츠,86273.0,752682.0,279091.0,1107727.0,2185932.0,0.0
2025-01-06,아웃도어,0.0,375727.0,0.0,0.0,-1767182.0,0.0
2025-01-06,여성,732636.0,501727.0,-188364.0,7627182.0,3232200.0,5493273.0
2025-01-06,잡화,2588982.0,771818.0,3677645.0,13787645.0,2059855.0,6291255.0
2025-01-06,키즈,0.0,640909.0,0.0,0.0,2700518.0,0.0
2025-01-07,골프,845455.0,895300.0,-490909.0,6711945.0,2101273.0,2087636.0
2025-01-07,남성,4383436.0,-765818.0,1382227.0,19583364.0,3527218.0,8372355.0
2025-01-07,리빙,0.0,1098545.0,0.0,0.0,1678085.0,0.0
2025-01-07,명품,0.0,3590000.0,0.0,0.0,6875364.0,0.0
2025-01-07,뷰티,0.0,714773.0,28364.0,0.0,2021618.0,90273.0
2025-01-07,슈즈,-150091.0,425818.0,1203364.0,267300.0,355636.0,1537727.0
2025-01-07,스포츠,348318.0,325182.0,0.0,758455.0,2601445.0,280909.0
2025-01-07,아웃도어,0.0,645636.0,0.0,0.0,6178182.0,0.0
2025-01-07,여성,933364.0,1318227.0,2697227.0,21207455.0,4735273.0,7615545.0
2025-01-07,잡화,2723691.0,1163273.0,2982000.0,12391727.0,826273.0,5039900.0
2025-01-07,키즈,0.0,900627.0,0.0,0.0,2119455.0,0.0
2025-01-08,골프,-271182.0,859909.0,183691.0,1394855.0,5076309.0,120982.0
2025-01-08,남성,4536109.0,824818.0,2815727.0,18679873.0,2012827.0,10121564.0
2025-01-08,리빙,0.0,1373818.0,0.0,0.0,4806825.0,0.0
2025-01-08,명품,0.0,2029364.0,0.0,0.0,7402600.0,0.0
2025-01-08,뷰티,0.0,853909.0,0.0,0.0,2190436.0,225727.0
2025-01-08,슈즈,597845.0,441818.0,-27045.0,753509.0,586636.0,930227.0
2025-01-08,스포츠,224000.0,912091.0,0.0,1437182.0,2865227.0,53636.0
2025-01-08,아웃도어,0.0,766091.0,0.0,0.0,8736427.0,0.0
2025-01-08,여성,1109000.0,1213364.0,2687364.0,16930545.0,3972936.0,16244227.0
2025-01-08,잡화,3419636.0,901818.0,3821036.0,13887236.0,1286691.0,5557900.0
2025-01-08,키즈,0.0,3755000.0,0.0,0.0,3874045.0,0.0
2025-01-09,골프,114545.0,855818.0,101909.0,379564.0,1733727.0,483582.0
2025-01-09,남성,3932445.0,473636.0,-211391.0,12162536.0,2604500.0,14294773.0
2025-01-09,리빙,0.0,1016591.0,0.0,0.0,3974545.0,0.0
2025-01-09,명품,0.0,1404091.0,0.0,0.0,5044364.0,0.0
2025-01-09,뷰티,0.0,907909.0,212727.0,0.0,1258464.0,77909.0
2025-01-09,슈즈,321727.0,360000.0,942409.0,359300.0,-458727.0,240455.0
2025-01-09,스포츠,192909.0,82000.0,53636.0,1347500.0,1572727.0,126364.0
2025-01-09,아웃도어,0.0,509091.0,0.0,0.0,3915000.0,0.0
2025-01-09,여성,-3696818.0,404500.0,-898955.0,12422591.0,768000.0,5385909.0
2025-01-09,잡화,1686164.0,378000.0,3860227.0,9448782.0,10910909.0,5243891.0
2025-01-09,키즈,0.0,822091.0,0.0,0.0,2268109.0,0.0
2025-01-10,골프,641818.0,-207955.0,-4189709.0,917327.0,934536.0,2440291.0
2025-01-10,남성,2705318.0,0.0,369227.0,17554845.0,2273064.0,11628736.0
2025-01-10,리빙,0.0,985000.0,0.0,0.0,2656727.0,0.0
2025-01-10,명품,0.0,129091.0,0.0,0.0,7652882.0,0.0
2025-01-10,뷰티,0.0,454018.0,78182.0,0.0,1668618.0,190000.0
2025-01-10,슈즈,168818.0,0.0,929636.0,428918.0,281727.0,616364.0
2025-01-10,스포츠,322182.0,1179236.0,0.0,499091.0,3166473.0,0.0
2025-01-10,아웃도어,0.0,867273.0,0.0,0.0,4587909.0,0.0
2025-01-10,여성,2648636.0,-88227.0,974227.0,16836118.0,1050900.0,17396409.0
2025-01-10,잡화,2366818.0,568591.0,3754400.0,9455536.0,2965382.0,6993155.0
2025-01-10,키즈,0.0,571818.0,0.0,0.0,1372591.0,0.0
2025-01-11,골프,160636.0,1132164.0,761909.0,558727.0,4317727.0,73818.0
2025-01-11,남성,2512564.0,275455.0,828291.0,20985409.0,4637155.0,6715736.0
2025-01-11,리빙,0.0,1732427.0,0.0,0.0,3229182.0,0.0
2025-01-11,명품,0.0,2089727.0,0.0,0.0,5852364.0,0.0
2025-01-11,뷰티,0.0,480091.0,137091.0,0.0,2744964.0,0.0
2025-01-11,슈즈,426491.0,298182.0,642864.0,1350955.0,1696764.0,1225409.0
2025-01-11,스포츠,160636.0,765273.0,53636.0,924909.0,3401000.0,0.0
2025-01-11,아웃도어,0.0,1732455.0,0.0,0.0,8813273.0,0.0
2025-01-11,여성,4986182.0,227455.0,1235500.0,19785818.0,3628255.0,13803727.0
2025-01-11,잡화,895527.0,536818.0,1916336.0,9531491.0,1308018.0,8298882.0
2025-01-11,키즈,0.0,-103455.0,0.0,0.0,1784336.0,0.0
2025-01-12,골프,260727.0,1316236.0,388236.0,4878218.0,3344091.0,2491218.0
2025-01-12,남성,5210618.0,1139136.0,1285636.0,29293027.0,3074227.0,11020091.0
2025-01-12,리빙,0.0,1871091.0,0.0,0.0,2330955.0,0.0
2025-01-12,명품,0.0,106364.0,0.0,0.0,11816182.0,0.0
2025-01-12,뷰티,0.0,843000.0,0.0,0.0,1846491.0,24091.0
2025-01-12,슈즈,111727.0,360909.0,863136.0,1507482.0,1326000.0,1197955.0
2025-01-12,스포츠,170818.0,696727.0,0.0,1375545.0,2996391.0,0.0
2025-01-12,아웃도어,0.0,465091.0,0.0,0.0,8618636.0,0.0
2025-01-12,여성,5184000.0,370727.0,475773.0,21207818.0,4210664.0,10297045.0
2025-01-12,잡화,1604236.0,868136.0,4324755.0,14482291.0,471955.0,7642964.0
2025-01-12,키즈,0.0,834909.0,0.0,0.0,2368109.0,0.0
2025-01-13,골프,714000.0,-183318.0,893809.0,2636327.0,216718.0,1761236.0
2025-01-13,남성,2054182.0,72818.0,1214609.0,13500127.0,4364209.0,5659818.0
2025-01-13,리빙,0.0,805018.0,0.0,0.0,2358064.0,0.0
2025-01-13,명품,0.0,-1672273.0,0.0,0.0,-37309.0,0.0
2025-01-13,뷰티,0.0,1757091.0,60000.0,0.0,2967191.0,116273.0
2025-01-13,슈즈,44155.0,510364.0,1007455.0,573909.0,832545.0,2731045.0
2025-01-13,스포츠,365000.0,663236.0,36182.0,1135727.0,975964.0,235455.0
2025-01-13,아웃도어,0.0,186727.0,0.0,0.0,3576455.0,0.0
2025-01-13,여성,1938364.0,-853282.0,3147318.0,12818364.0,1662845.0,1821955.0
2025-01-13,잡화,2303382.0,89909.0,2812791.0,16346418.0,6762045.0,8190127.0
2025-01-13,키즈,0.0,817545.0,0.0,0.0,2536691.0,0.0
2025-01-14,골프,1091000.0,723200.0,434636.0,1587091.0,1947509.0,2620927.0
2025-01-14,남성,1274600.0,-54455.0,2341682.0,5974500.0,2958645.0,9050500.0
2025-01-14,리빙,0.0,1902636.0,0.0,0.0,3884875.0,0.0
2025-01-14,명품,0.0,-2397273.0,0.0,0.0,4100091.0,0.0
2025-01-14,뷰티,0.0,9091.0,0.0,0.0,2613755.0,19000.0
2025-01-14,슈즈,1247545.0,86364.0,388682.0,861509.0,-2818.0,816818.0
2025-01-14,스포츠,480909.0,1223818.0,-144545.0,1257364.0,2292082.0,35455.0
2025-01-14,아웃도어,0.0,-174545.0,0.0,0.0,2645818.0,0.0
2025-01-14,여성,-1066818.0,775636.0,1290182.0,11651545.0,1858673.0,4827273.0
2025-01-14,잡화,3070000.0,216455.0,5193945.0,14605927.0,1387182.0,12497836.0
2025-01-14,키즈,0.0,420545.0,0.0,0.0,1571709.0,0.0
2025-01-15,골프,365582.0,392455.0,1195200.0,2023400.0,3164625.0,-2059727.0
2025-01-15,남성,1884682.0,390400.0,2821409.0,15602464.0,1226436.0,10517673.0
2025-01-15,리빙,0.0,562627.0,0.0,0.0,2609500.0,0.0
2025-01-15,명품,0.0,1540909.0,0.0,0.0,14434927.0,0.0
2025-01-15,뷰티,0.0,629273.0,197000.0,0.0,1801477.0,50818.0
2025-01-15,슈즈,478618.0,460000.0,389364.0,1132845.0,543455.0,2514545.0
2025-01-15,스포츠,519818.0,490000.0,0.0,662909.0,944091.0,134545.0
2025-01-15,아웃도어,0.0,334091.0,0.0,0.0,1047909.0,0.0
2025-01-15,여성,3912182.0,598091.0,909045.0,15524427.0,1759209.0,7561409.0
2025-01-15,잡화,2758418.0,-432182.0,3036045.0,11997509.0,3035545.0,9163145.0
2025-01-15,키즈,0.0,315727.0,0.0,0.0,1164391.0,0.0
2025-01-16,골프,786364.0,775009.0,990727.0,3298173.0,1308309.0,5380145.0
2025-01-16,남성,2998991.0,75455.0,1932182.0,16579382.0,3175809.0,8560691.0
2025-01-16,리빙,0.0,251727.0,0.0,0.0,3746000.0,0.0
2025-01-16,명품,0.0,-798182.0,0.0,0.0,1598000.0,0.0
2025-01-16,뷰티,0.0,384182.0,28364.0,0.0,581455.0,0.0
2025-01-16,슈즈,353273.0,461273.0,275455.0,606745.0,496364.0,887455.0
2025-01-16,스포츠,154818.0,419691.0,0.0,1096545.0,-1344318.0,44545.0
2025-01-16,아웃도어,0.0,1289091.0,0.0,0.0,-476636.0,0.0
2025-01-16,여성,121364.0,12673.0,1748227.0,5052555.0,4597864.0,8961636.0
2025-01-16,잡화,2945364.0,-86818.0,3696991.0,14796145.0,2652355.0,4802673.0
2025-01-16,키즈,0.0,192273.0,0.0,0.0,1520218.0,0.0
2025-01-17,골프,499127.0,659691.0,214655.0,1473655.0,1393182.0,2855218.0
2025-01-17,남성,4026682.0,89182.0,1244500.0,20515927.0,3344491.0,4808891.0
2025-01-17,리빙,0.0,418000.0,0.0,0.0,2229009.0,0.0
2025-01-17,명품,0.0,673727.0,0.0,0.0,-4077109.0,0.0
2025-01-17,뷰티,0.0,837273.0,0.0,0.0,2126736.0,0.0
2025-01-17,슈즈,447727.0,460182.0,885364.0,1283273.0,811000.0,925409.0
2025-01-17,스포츠,321091.0,495636.0,352727.0,1359818.0,929009.0,-235455.0
2025-01-17,아웃도어,0.0,-390909.0,0.0,0.0,1520000.0,0.0
2025-01-17,여성,1459882.0,461045.0,2683773.0,22062764.0,-2113091.0,10238091.0
2025-01-17,잡화,1749091.0,515727.0,4463318.0,9482309.0,1098791.0,10587000.0
2025-01-17,키즈,0.0,84909.0,0.0,0.0,652264.0,0.0
2025-01-18,골프,728655.0,2732500.0,679964.0,2059927.0,4751000.0,1519309.0
2025-01-18,남성,2630045.0,689818.0,2218527.0,21614836.0,1965400.0,6866400.0
2025-01-18,리빙,0.0,918182.0,0.0,0.0,2879936.0,0.0
2025-01-18,명품,0.0,2121455.0,0.0,0.0,7232364.0,0.0
2025-01-18,뷰티,0.0,1007273.0,0.0,0.0,1484627.0,27000.0
2025-01-18,슈즈,255727.0,481273.0,1077227.0,669500.0,687364.0,2080091.0
2025-01-18,스포츠,259636.0,452182.0,44545.0,533636.0,2181673.0,252727.0
2025-01-18,아웃도어,0.0,295909.0,0.0,0.0,3282909.0,0.0
2025-01-18,여성,464455.0,473818.0,511045.0,7959336.0,2482891.0,11374091.0
2025-01-18,잡화,1369818.0,848909.0,3352309.0,15320636.0,2255727.0,5150273.0
2025-01-18,키즈,0.0,262636.0,0.0,0.0,1414555.0,0.0
2025-01-19,골프,815636.0,208000.0,802691.0,1683745.0,6243955.0,4326018.0
2025-01-19,남성,3450964.0,570455.0,3272655.0,20849382.0,3820673.0,10425909.0
2025-01-19,리빙,0.0,580045.0,0.0,0.0,3117600.0,0.0
2025-01-19,명품,0.0,1250909.0,0.0,0.0,5125727.0,0.0
2025-01-19,뷰티,0.0,1248455.0,206545.0,0.0,1344973.0,0.0
2025-01-19,슈즈,286564.0,209091.0,397273.0,1069027.0,1164545.0,2017182.0
2025-01-19,스포츠,127182.0,781327.0,99091.0,1836000.0,4363441.0,199091.0
2025-01-19,아웃도어,0.0,400727.0,0.0,0.0,4402091.0,0.0
2025-01-19,여성,3264764.0,644318.0,3178864.0,28536991.0,2201391.0,16117591.0
2025-01-19,잡화,3128782.0,486273.0,5712064.0,18666655.0,2697318.0,11264500.0
2025-01-19,키즈,0.0,173182.0,0.0,0.0,1364964.0,0.0
2025-01-20,골프,1056782.0,503745.0,811455.0,1943936.0,972018.0,1822991.0
2025-01-20,남성,2416727.0,138364.0,4668409.0,7941427.0,2423282.0,6695655.0
2025-01-20,리빙,0.0,882727.0,0.0,0.0,4881345.0,0.0
2025-01-20,명품,0.0,494364.0,0.0,0.0,3943364.0,0.0
2025-01-20,뷰티,0.0,1333836.0,0.0,0.0,810991.0,175891.0
2025-01-20,슈즈,687364.0,960091.0,761136.0,1478273.0,1545182.0,677636.0
2025-01-20,스포츠,203182.0,-3636.0,0.0,779273.0,2063427.0,0.0
2025-01-20,아웃도어,0.0,-96364.0,0.0,0.0,1006545.0,0.0
2025-01-20,여성,1465727.0,152573.0,1055273.0,7416155.0,1398045.0,12710455.0
2025-01-20,잡화,2491327.0,101818.0,4145891.0,15374055.0,-89136.0,10611436.0
2025-01-20,키즈,0.0,344182.0,0.0,0.0,970264.0,0.0
2025-01-21,OFM,0.0,0.0,0.0,0.0,50000.0,0.0
2025-01-21,골프,-24636.0,1426409.0,1181855.0,85655.0,2891348.0,2861745.0
2025-01-21,남성,3101673.0,598909.0,568136.0,8416945.0,445400.0,8820045.0
2025-01-21,리빙,0.0,662000.0,0.0,0.0,3110427.0,0.0
2025-01-21,명품,0.0,592636.0,0.0,0.0,5626000.0,0.0
2025-01-21,뷰티,0.0,515582.0,61636.0,0.0,1753264.0,0.0
2025-01-21,슈즈,373545.0,343473.0,624773.0,1022191.0,1243000.0,-1040955.0
2025-01-21,스포츠,170091.0,873082.0,0.0,1292364.0,1862264.0,0.0
2025-01-21,아웃도어,0.0,368182.0,0.0,0.0,3325818.0,0.0
2025-01-21,여성,1051364.0,-111345.0,1471727.0,13654245.0,1008673.0,5898227.0
2025-01-21,잡화,2428055.0,694527.0,4375818.0,12071436.0,1420145.0,9450336.0
2025-01-21,키즈,0.0,26273.0,0.0,0.0,1104100.0,0.0
2025-01-22,골프,884545.0,26927.0,408727.0,5172927.0,1465327.0,2348409.0
2025-01-22,남성,2458409.0,48273.0,1035045.0,18898891.0,1584018.0,10751000.0
2025-01-22,리빙,0.0,814364.0,0.0,0.0,1086000.0,0.0
2025-01-22,명품,0.0,1981818.0,0.0,0.0,67909.0,0.0
2025-01-22,뷰티,0.0,447273.0,160182.0,0.0,2125436.0,45455.0
2025-01-22,슈즈,244636.0,285818.0,719500.0,911973.0,1159436.0,564500.0
2025-01-22,스포츠,-71455.0,540000.0,0.0,425364.0,2967127.0,450909.0
2025-01-22,아웃도어,0.0,116364.0,0.0,0.0,-46536.0,0.0
2025-01-22,여성,684455.0,283727.0,252318.0,7505309.0,1432391.0,5949409.0
2025-01-22,잡화,2546182.0,114273.0,5892455.0,10611218.0,863500.0,8392091.0
2025-01-22,키즈,0.0,295509.0,0.0,0.0,543655.0,0.0
2025-01-23,골프,497473.0,83091.0,414582.0,2849945.0,2180636.0,915418.0
2025-01-23,남성,3885182.0,184545.0,1701045.0,19562164.0,216500.0,9580255.0
2025-01-23,리빙,0.0,-244182.0,0.0,0.0,2042182.0,0.0
2025-01-23,명품,0.0,0.0,0.0,0.0,5999818.0,0.0
2025-01-23,뷰티,0.0,1141364.0,26727.0,0.0,1576318.0,166364.0
2025-01-23,슈즈,133000.0,245664.0,-402682.0,663955.0,594091.0,1311318.0
2025-01-23,스포츠,229727.0,217273.0,126364.0,1266845.0,1468082.0,307273.0
2025-01-23,아웃도어,0.0,93455.0,0.0,0.0,998045.0,0.0
2025-01-23,여성,206364.0,363136.0,886227.0,10567391.0,2526918.0,6345227.0
2025-01-23,잡화,2535327.0,-209545.0,5398236.0,8963164.0,741745.0,8308809.0
2025-01-23,키즈,0.0,258636.0,0.0,0.0,511655.0,0.0
2025-01-24,골프,204364.0,284682.0,-87964.0,4152873.0,1273800.0,2776818.0
2025-01-24,남성,4691318.0,85636.0,31909.0,11681000.0,2118036.0,1929436.0
2025-01-24,리빙,0.0,429455.0,0.0,0.0,1700964.0,0.0
2025-01-24,명품,0.0,1484545.0,0.0,0.0,1869636.0,0.0
2025-01-24,뷰티,0.0,558909.0,117273.0,0.0,411936.0,0.0
2025-01-24,슈즈,538573.0,841818.0,100000.0,102409.0,817364.0,513591.0
2025-01-24,스포츠,-54545.0,452182.0,0.0,835909.0,274464.0,143636.0
2025-01-24,아웃도어,0.0,20636.0,0.0,0.0,1143445.0,0.0
2025-01-24,여성,2384182.0,425455.0,1074455.0,12379227.0,369191.0,9284591.0
2025-01-24,잡화,1075600.0,150727.0,3310864.0,7752636.0,1151073.0,8853455.0
2025-01-24,키즈,0.0,527273.0,0.0,0.0,375455.0,0.0
2025-01-25,골프,388545.0,46545.0,245091.0,3885873.0,2756491.0,2577691.0
2025-01-25,남성,1427273.0,0.0,2486455.0,27275964.0,1281527.0,7376427.0
2025-01-25,리빙,0.0,306000.0,0.0,0.0,692791.0,0.0
2025-01-25,명품,0.0,1247818.0,0.0,0.0,5360609.0,0.0
2025-01-25,뷰티,0.0,393291.0,50818.0,0.0,847636.0,53091.0
2025-01-25,슈즈,601273.0,693636.0,170545.0,580909.0,924545.0,1674818.0
2025-01-25,스포츠,651000.0,235364.0,126364.0,1020891.0,857727.0,333636.0
2025-01-25,아웃도어,0.0,525455.0,0.0,0.0,1465318.0,0.0
2025-01-25,여성,7605909.0,334909.0,2351364.0,17936773.0,3830455.0,16296045.0
2025-01-25,잡화,2843982.0,254182.0,2649536.0,7893055.0,2888418.0,4684218.0
2025-01-25,키즈,0.0,50000.0,0.0,0.0,1216836.0,0.0
2025-01-26,골프,134145.0,551355.0,-107818.0,1930182.0,2765455.0,-436455.0
2025-01-26,남성,3849909.0,195273.0,1386545.0,22129664.0,1077818.0,4685955.0
2025-01-26,리빙,0.0,580273.0,0.0,0.0,2380536.0,0.0
2025-01-26,명품,0.0,0.0,0.0,0.0,2693091.0,0.0
2025-01-26,뷰티,0.0,137636.0,98000.0,0.0,460909.0,60909.0
2025-01-26,슈즈,92182.0,420909.0,124091.0,593545.0,1478364.0,404909.0
2025-01-26,스포츠,116455.0,322000.0,152727.0,727055.0,1581064.0,0.0
2025-01-26,아웃도어,0.0,328455.0,0.0,0.0,3871164.0,0.0
2025-01-26,여성,3844727.0,490000.0,652318.0,19245891.0,3516800.0,6542864.0
2025-01-26,잡화,2056836.0,171182.0,2068218.0,7611945.0,191364.0,4557491.0
2025-01-26,키즈,0.0,493818.0,0.0,0.0,1311709.0,0.0
2025-01-27,골프,390000.0,239455.0,56455.0,2961182.0,3236973.0,2495691.0
2025-01-27,남성,2225545.0,127909.0,886909.0,23838818.0,1951800.0,5056364.0
2025-01-27,리빙,0.0,180364.0,0.0,0.0,2217318.0,0.0
2025-01-27,명품,0.0,0.0,0.0,0.0,8659273.0,0.0
2025-01-27,뷰티,0.0,1005636.0,-50818.0,0.0,404336.0,444909.0
2025-01-27,슈즈,272545.0,715273.0,1017455.0,850455.0,827273.0,1088227.0
2025-01-27,스포츠,72027.0,377545.0,125455.0,1021000.0,930109.0,153636.0
2025-01-27,아웃도어,0.0,684727.0,0.0,0.0,1588636.0,0.0
2025-01-27,여성,1723455.0,800000.0,1220455.0,28074973.0,6631191.0,9221182.0
2025-01-27,잡화,2858473.0,199091.0,961582.0,10243509.0,615955.0,5079845.0
2025-01-27,키즈,0.0,247818.0,0.0,0.0,672227.0,0.0
2025-01-28,골프,208182.0,0.0,165455.0,3690545.0,2642264.0,2423818.0
2025-01-28,남성,3815909.0,419000.0,514273.0,19554300.0,1473900.0,2734291.0
2025-01-28,리빙,0.0,541655.0,0.0,0.0,1513145.0,0.0
2025-01-28,명품,0.0,0.0,0.0,0.0,7517364.0,0.0
2025-01-28,뷰티,0.0,201091.0,0.0,0.0,1163891.0,213273.0
2025-01-28,슈즈,473273.0,643182.0,596136.0,1066273.0,1047636.0,675318.0
2025-01-28,스포츠,54000.0,396591.0,0.0,1109618.0,1113118.0,362727.0
2025-01-28,아웃도어,0.0,235218.0,0.0,0.0,2848455.0,0.0
2025-01-28,여성,1399909.0,684136.0,721364.0,19770773.0,2224227.0,3666773.0
2025-01-28,잡화,2982964.0,0.0,1246327.0,9994982.0,212273.0,5108727.0
2025-01-28,키즈,0.0,630818.0,0.0,0.0,629091.0,0.0
2025-01-29,골프,723636.0,324591.0,927818.0,3096564.0,2576027.0,2683000.0
2025-01-29,남성,3018182.0,0.0,1201727.0,24303827.0,744836.0,5408318.0
2025-01-29,리빙,0.0,324818.0,0.0,0.0,1976900.0,0.0
2025-01-29,명품,0.0,0.0,0.0,0.0,6361091.0,0.0
2025-01-29,뷰티,0.0,340364.0,0.0,0.0,606455.0,0.0
2025-01-29,슈즈,357300.0,511818.0,13636.0,2395591.0,480909.0,996727.0
2025-01-29,스포츠,70364.0,275727.0,0.0,1416964.0,1915145.0,0.0
2025-01-29,아웃도어,0.0,80909.0,0.0,0.0,1875200.0,0.0
2025-01-29,여성,2043818.0,445164.0,2855455.0,23772273.0,1578391.0,7037182.0
2025-01-29,잡화,1851855.0,5981909.0,1865691.0,12190964.0,2131191.0,6619891.0
2025-01-29,키즈,0.0,142455.0,0.0,0.0,379273.0,0.0
2025-01-30,골프,753564.0,336364.0,517818.0,3180718.0,3729009.0,3084109.0
2025-01-30,남성,2987909.0,85818.0,551182.0,24841345.0,2436282.0,7708564.0
2025-01-30,리빙,0.0,423482.0,0.0,0.0,2579000.0,0.0
2025-01-30,명품,0.0,0.0,0.0,0.0,877182.0,0.0
2025-01-30,뷰티,0.0,232273.0,78182.0,0.0,1956227.0,40818.0
2025-01-30,슈즈,636636.0,484545.0,402273.0,1525318.0,1560000.0,1180864.0
2025-01-30,스포츠,497436.0,547091.0,0.0,1479873.0,1794818.0,0.0
2025-01-30,아웃도어,0.0,-16182.0,0.0,0.0,1981182.0,0.0
2025-01-30,여성,2031027.0,332000.0,3048455.0,29879582.0,3745091.0,13895045.0
2025-01-30,잡화,1324400.0,0.0,2418764.0,14378436.0,309800.0,6835745.0
2025-01-30,키즈,0.0,240273.0,0.0,0.0,943027.0,0.0
2025-01-31,골프,726545.0,1744700.0,-64273.0,1932527.0,780755.0,1374836.0
2025-01-31,남성,857755.0,-82091.0,2129109.0,23503573.0,2725482.0,7900200.0
