date,txn_type,category,brand,ad_거래액,ad_주문고객수,ep_거래액,ep_주문고객수
2025-01-03,이월,골프,DG,386181.8181818182,2.0,515272.7272727272,2.0
2025-01-03,이월,골프,HG,-176218.18181818182,0.0,1607745.4545454546,8.0
2025-01-03,이월,남성,AR,0.0,0.0,2809090.909090909,4.0
2025-01-03,이월,남성,DM,-388181.8181818181,-1.0,1984818.1818181823,8.0
2025-01-03,이월,남성,HZ,1799454.5454545452,7.0,10609509.09090909,40.0
2025-01-03,이월,남성,IE,0.0,0.0,168636.36363636362,2.0
2025-01-03,이월,남성,IU,0.0,0.0,-677272.7272727272,-1.0
2025-01-03,이월,남성,JN,0.0,0.0,1858636.3636363635,4.0
2025-01-03,이월,남성,MA,0.0,0.0,1139454.5454545454,2.0
2025-01-03,이월,남성,RA,0.0,0.0,0.0,0.0
2025-01-03,이월,남성,SE,0.0,0.0,35272.727272727265,2.0
2025-01-03,이월,남성,SP,0.0,0.0,31181.81818181818,1.0
2025-01-03,이월,남성,TN,0.0,0.0,713590.9090909091,4.0
2025-01-03,이월,남성,UR,-406545.4545454545,-1.0,-462545.4545454545,0.0
2025-01-03,이월,슈즈,CH,126818.1818181818,1.0,251863.63636363635,2.0
2025-01-03,이월,슈즈,FF,46490.90909090909,-1.0,909809.0909090908,8.0
2025-01-03,이월,슈즈,KN,158454.54545454544,1.0,114000.0,1.0
2025-01-03,이월,스포츠,RX,276545.4545454546,4.0,873727.2727272726,10.0
2025-01-03,이월,여성,AE,0.0,0.0,455909.0909090908,2.0
2025-01-03,이월,여성,CW,0.0,0.0,213181.81818181815,1.0
2025-01-03,이월,여성,DL,1520454.5454545452,2.0,493818.1818181817,3.0
2025-01-03,이월,여성,HS,-162454.5454545455,0.0,6147090.909090908,23.0
2025-01-03,이월,여성,IS,1268181.818181818,1.0,0.0,0.0
2025-01-03,이월,여성,JS,2389090.9090909087,2.0,638336.3636363638,5.0
2025-01-03,이월,여성,SI,299000.0,1.0,232000.0,1.0
2025-01-03,이월,여성,VA,1180363.6363636362,1.0,5866181.818181817,9.0
2025-01-03,이월,잡화,AA,0.0,0.0,-271727.2727272727,0.0
2025-01-03,이월,잡화,DB,1438618.1818181814,10.0,4001872.727272727,24.0
2025-01-03,이월,잡화,DC,1025363.636363636,8.0,5619072.727272728,21.0
2025-01-03,이월,잡화,HI,28909.090909090908,1.0,1139509.0909090908,12.0
2025-01-03,이월,잡화,HJ,518000.0,5.0,1634090.9090909092,17.0
2025-01-03,이월,잡화,JA,0.0,0.0,722345.4545454546,8.0
2025-01-03,이월,잡화,JL,0.0,0.0,213818.1818181818,4.0
2025-01-03,이월,잡화,TP,0.0,0.0,50181.81818181818,1.0
2025-01-03,입점,골프,입점,1039363.6363636364,5.0,3433681.818181818,19.0
2025-01-03,입점,남성,입점,333727.2727272727,3.0,2131818.1818181816,20.0
2025-01-03,입점,리빙,입점,173454.54545454544,4.0,3959927.272727273,35.0
2025-01-03,입점,명품,입점,837727.2727272726,2.0,2083818.1818181823,13.0
2025-01-03,입점,뷰티,입점,580818.1818181818,7.0,437509.0909090908,19.0
2025-01-03,입점,슈즈,입점,580000.0,3.0,368181.8181818182,3.0
2025-01-03,입점,스포츠,입점,2097272.7272727275,6.0,4194118.181818182,33.0
2025-01-03,입점,아웃도어,입점,-34272.72727272732,-1.0,1692454.5454545454,14.0
2025-01-03,입점,여성,입점,68272.72727272726,1.0,1691254.5454545456,9.0
2025-01-03,입점,잡화,입점,443000.0,2.0,1855409.0909090908,15.0
2025-01-03,입점,키즈,입점,172454.54545454544,2.0,1540181.818181818,22.0
2025-01-03,정상,골프,DG,0.0,0.0,26181.81818181818,1.0
2025-01-03,정상,골프,HG,848454.5454545454,1.0,153681.81818181815,5.0
2025-01-03,정상,남성,AR,0.0,0.0,2284090.909090909,3.0
2025-01-03,정상,남성,DM,-33272.72727272718,-1.0,2743272.7272727266,6.0
2025-01-03,정상,남성,HZ,102000.0,0.0,5437681.818181818,15.0
2025-01-03,정상,남성,IE,217454.54545454544,1.0,850272.7272727273,4.0
2025-01-03,정상,남성,JN,996818.1818181818,1.0,4351363.636363636,4.0
2025-01-03,정상,남성,SP,0.0,0.0,158545.45454545453,1.0
2025-01-03,정상,남성,TN,-14690.909090909088,0.0,-186163.63636363635,-1.0
2025-01-03,정상,남성,UR,0.0,0.0,448545.4545454545,1.0
2025-01-03,정상,뷰티,CA,28363.63636363636,1.0,-454.5454545454595,1.0
2025-01-03,정상,뷰티,CB,234545.45454545453,3.0,0.0,0.0
2025-01-03,정상,슈즈,CH,0.0,0.0,176590.9090909091,1.0
2025-01-03,정상,슈즈,FF,155454.54545454544,2.0,155727.27272727265,6.0
2025-01-03,정상,스포츠,RX,0.0,0.0,81818.18181818182,0.0
2025-01-03,정상,여성,AE,624363.6363636362,2.0,1329954.5454545452,5.0
2025-01-03,정상,여성,DL,0.0,0.0,-245000.0,0.0
2025-01-03,정상,여성,HS,0.0,0.0,5633409.09090909,14.0
2025-01-03,정상,여성,JS,0.0,0.0,-336090.90909090906,0.0
2025-01-03,정상,여성,SI,981818.1818181818,1.0,-725454.5454545454,-1.0
2025-01-03,정상,여성,TU,381818.18181818177,1.0,0.0,0.0
2025-01-03,정상,여성,VA,0.0,0.0,4199454.545454545,5.0
2025-01-03,정상,여성,VC,0.0,0.0,399090.90909090906,1.0
2025-01-03,정상,잡화,AA,361818.18181818177,1.0,1138181.818181818,3.0
2025-01-03,정상,잡화,DB,414909.0909090909,3.0,484090.90909090906,5.0
2025-01-03,정상,잡화,DC,445090.90909090906,3.0,768309.0909090908,6.0
2025-01-03,정상,잡화,HI,539481.8181818181,3.0,516636.3636363637,6.0
2025-01-03,정상,잡화,HJ,271999.99999999994,4.0,233818.1818181818,4.0
2025-01-03,정상,잡화,JA,299236.36363636365,4.0,1160036.3636363635,9.0
2025-01-03,정상,잡화,JL,122090.90909090907,1.0,407363.6363636364,5.0
2025-01-04,이월,골프,DD,157654.54545454544,0.0,201145.45454545453,2.0
2025-01-04,이월,골프,DG,127272.72727272726,1.0,3291018.1818181816,8.0
2025-01-04,이월,골프,HG,195272.7272727273,1.0,1158200.0,10.0
2025-01-04,이월,남성,AR,0.0,0.0,-174545.45454545427,-1.0
2025-01-04,이월,남성,DM,666818.1818181818,2.0,-441000.0,3.0
2025-01-04,이월,남성,HZ,2161927.272727273,13.0,12296563.63636364,50.0
2025-01-04,이월,남성,IE,389000.0,2.0,9363.636363636382,0.0
2025-01-04,이월,남성,JN,0.0,0.0,2627727.2727272725,5.0
2025-01-04,이월,남성,MA,0.0,0.0,2232000.0,5.0
2025-01-04,이월,남성,RA,0.0,0.0,304090.90909090906,1.0
2025-01-04,이월,남성,SP,0.0,0.0,62363.63636363636,1.0
2025-01-04,이월,남성,TN,94818.1818181818,1.0,274000.0,2.0
2025-01-04,이월,남성,UR,210181.81818181815,1.0,-267181.8181818182,1.0
2025-01-04,이월,슈즈,FF,389090.90909090906,3.0,278818.1818181819,3.0
2025-01-04,이월,슈즈,KN,135818.1818181818,1.0,251636.36363636365,1.0
2025-01-04,이월,슈즈,TO,45000.0,1.0,0.0,0.0
2025-01-04,이월,스포츠,RX,43090.90909090909,1.0,1277454.5454545452,18.0
2025-01-04,이월,여성,AE,0.0,0.0,25727.27272727273,2.0
2025-01-04,이월,여성,CW,0.0,0.0,181454.54545454544,1.0
2025-01-04,이월,여성,DL,-1120909.0909090908,-1.0,5686363.636363635,11.0
2025-01-04,이월,여성,HS,195818.1818181818,1.0,8369909.090909091,35.0
2025-01-04,이월,여성,IS,0.0,0.0,716909.0909090908,2.0
2025-01-04,이월,여성,JS,490363.6363636364,1.0,5137499.999999999,10.0
2025-01-04,이월,여성,JW,0.0,0.0,0.0,0.0
2025-01-04,이월,여성,SI,0.0,0.0,532363.6363636364,1.0
2025-01-04,이월,여성,TU,0.0,0.0,859090.9090909091,1.0
2025-01-04,이월,여성,VA,1733454.5454545454,2.0,-1280909.0909090908,3.0
2025-01-04,이월,여성,VC,0.0,0.0,444818.18181818177,1.0
2025-01-04,이월,잡화,AA,69818.18181818181,1.0,-450545.4545454545,-1.0
2025-01-04,이월,잡화,DB,1382818.1818181816,4.0,3616054.5454545454,21.0
2025-01-04,이월,잡화,DC,974509.0909090908,6.0,5875163.636363637,24.0
2025-01-04,이월,잡화,HI,0.0,0.0,1999381.818181818,14.0
2025-01-04,이월,잡화,HJ,831636.3636363636,8.0,1443999.9999999995,11.0
2025-01-04,이월,잡화,JA,0.0,0.0,270309.09090909094,5.0
2025-01-04,입점,골프,입점,1131954.5454545454,6.0,7055672.727272727,49.0
2025-01-04,입점,남성,입점,193272.7272727273,3.0,1696090.909090909,19.0
2025-01-04,입점,리빙,입점,315818.1818181818,7.0,3758736.363636364,30.0
2025-01-04,입점,명품,입점,1883000.0,3.0,15461636.36363636,17.0
2025-01-04,입점,뷰티,입점,1185818.1818181816,13.0,1312354.5454545454,29.0
2025-01-04,입점,슈즈,입점,195363.63636363635,2.0,829636.3636363635,7.0
2025-01-04,입점,스포츠,입점,34454.54545454545,1.0,2459972.727272727,28.0
2025-01-04,입점,아웃도어,입점,842727.2727272727,4.0,2501000.0,22.0
2025-01-04,입점,여성,입점,298227.2727272727,4.0,6425345.454545452,38.0
2025-01-04,입점,잡화,입점,409300.0,6.0,4418254.545454545,18.0
2025-01-04,입점,키즈,입점,776981.8181818181,6.0,2492290.9090909087,28.0
2025-01-04,정상,골프,DD,0.0,0.0,-69218.1818181818,0.0
2025-01-04,정상,골프,DG,1071818.1818181816,2.0,756363.6363636362,0.0
2025-01-04,정상,골프,HG,244636.3636363636,1.0,652681.8181818181,4.0
2025-01-04,정상,남성,AR,0.0,0.0,3104999.9999999995,4.0
2025-01-04,정상,남성,DM,0.0,0.0,761545.4545454546,2.0
2025-01-04,정상,남성,HZ,673272.7272727272,2.0,6289454.545454545,25.0
2025-01-04,정상,남성,IE,549454.5454545454,5.0,2140090.9090909087,12.0
2025-01-04,정상,남성,JN,0.0,0.0,1187272.727272727,2.0
2025-01-04,정상,남성,SP,0.0,0.0,151272.72727272726,2.0
2025-01-04,정상,남성,TN,-169363.63636363635,-1.0,420154.5454545454,3.0
2025-01-04,정상,남성,UR,0.0,0.0,626363.6363636364,1.0
2025-01-04,정상,뷰티,CA,0.0,0.0,27000.0,1.0
2025-01-04,정상,뷰티,CB,156363.63636363635,2.0,0.0,0.0
2025-01-04,정상,슈즈,CH,235454.54545454544,0.0,342363.63636363635,2.0
2025-01-04,정상,슈즈,FF,501590.90909090906,4.0,1010818.1818181818,6.0
2025-01-04,정상,슈즈,KN,-18181.818181818177,0.0,144545.45454545453,1.0
2025-01-04,정상,슈즈,RE,453636.3636363636,1.0,0.0,0.0
2025-01-04,정상,스포츠,RX,405454.5454545454,4.0,126363.63636363635,1.0
2025-01-04,정상,여성,AE,0.0,0.0,1287090.909090909,2.0
2025-01-04,정상,여성,DL,847954.5454545454,2.0,401818.18181818177,1.0
2025-01-04,정상,여성,HS,581090.9090909091,1.0,6258136.363636361,19.0
2025-01-04,정상,여성,JS,0.0,0.0,-444818.18181818177,-1.0
2025-01-04,정상,여성,SI,0.0,0.0,-725454.5454545454,-1.0
2025-01-04,정상,여성,VA,722909.0909090908,1.0,-994545.4545454544,-2.0
2025-01-04,정상,잡화,AA,0.0,0.0,505636.3636363637,3.0
2025-01-04,정상,잡화,DB,1218109.090909091,3.0,-78072.72727272726,1.0
2025-01-04,정상,잡화,DC,160727.2727272727,2.0,266109.09090909094,2.0
2025-01-04,정상,잡화,HI,740709.0909090908,9.0,1449345.4545454544,13.0
2025-01-04,정상,잡화,HJ,280163.6363636363,4.0,624363.6363636362,5.0
2025-01-04,정상,잡화,JA,100300.0,2.0,1004236.3636363634,8.0
2025-01-04,정상,잡화,JL,55636.36363636363,1.0,802363.6363636364,10.0
2025-01-05,이월,골프,DD,0.0,0.0,311836.3636363636,2.0
2025-01-05,이월,골프,DG,1225090.909090909,4.0,1063945.4545454546,6.0
2025-01-05,이월,골프,HG,232181.81818181815,2.0,1065745.4545454546,8.0
2025-01-05,이월,남성,AR,376363.6363636364,1.0,5337272.727272728,7.0
2025-01-05,이월,남성,DM,558181.8181818181,2.0,3506018.1818181816,15.0
2025-01-05,이월,남성,HZ,2695909.0909090904,11.0,13185854.545454543,53.0
2025-01-05,이월,남성,IE,119500.0,1.0,0.0,0.0
2025-01-05,이월,남성,JN,0.0,0.0,1391818.1818181816,2.0
2025-01-05,이월,남성,MA,130909.0909090909,1.0,162545.45454545453,2.0
2025-01-05,이월,남성,SP,62999.99999999999,1.0,0.0,0.0
2025-01-05,이월,남성,TN,0.0,0.0,50272.72727272727,1.0
2025-01-05,이월,남성,UR,257454.54545454544,1.0,1033363.6363636364,3.0
2025-01-05,이월,슈즈,CH,174000.0,1.0,508181.8181818181,3.0
2025-01-05,이월,슈즈,FF,413181.8181818181,4.0,708545.4545454546,8.0
2025-01-05,이월,슈즈,KN,288181.8181818182,3.0,324818.18181818177,3.0
2025-01-05,이월,스포츠,RX,76363.63636363635,2.0,846272.7272727273,12.0
2025-01-05,이월,여성,AE,135909.0909090909,1.0,406727.2727272727,3.0
2025-01-05,이월,여성,DL,2563636.3636363638,2.0,5458272.727272728,11.0
2025-01-05,이월,여성,EP,172272.72727272726,1.0,172272.72727272726,1.0
2025-01-05,이월,여성,HS,696545.4545454545,3.0,7093545.454545453,24.0
2025-01-05,이월,여성,JS,0.0,0.0,5206381.818181817,9.0
2025-01-05,이월,여성,JW,234000.0,1.0,538909.0909090908,2.0
2025-01-05,이월,여성,SI,217454.54545454544,1.0,0.0,0.0
2025-01-05,이월,여성,VA,2442545.454545454,2.0,8241272.727272726,7.0
2025-01-05,이월,잡화,AA,69818.18181818181,1.0,465327.2727272727,1.0
2025-01-05,이월,잡화,DB,955818.1818181818,7.0,2501436.363636364,14.0
2025-01-05,이월,잡화,DC,1481363.6363636362,4.0,6619999.999999997,25.0
2025-01-05,이월,잡화,HI,92727.27272727274,2.0,2930363.636363636,14.0
2025-01-05,이월,잡화,HJ,371727.2727272727,6.0,4099272.727272727,22.0
2025-01-05,이월,잡화,JA,0.0,0.0,1598090.9090909092,10.0
2025-01-05,이월,잡화,JL,96000.0,2.0,110181.81818181818,2.0
2025-01-05,입점,골프,입점,983036.3636363638,8.0,6699763.636363638,54.0
2025-01-05,입점,남성,입점,85363.63636363635,2.0,2846399.9999999995,23.0
2025-01-05,입점,리빙,입점,899545.4545454545,6.0,3308654.5454545454,35.0
2025-01-05,입점,명품,입점,772909.0909090908,2.0,3697272.727272727,16.0
2025-01-05,입점,뷰티,입점,1857090.909090909,17.0,1832072.7272727268,40.0
2025-01-05,입점,슈즈,입점,135454.54545454544,1.0,43636.36363636365,1.0
2025-01-05,입점,스포츠,입점,154727.2727272727,2.0,2613649.9999999986,29.0
2025-01-05,입점,아웃도어,입점,383636.3636363637,3.0,5938999.999999998,45.0
2025-01-05,입점,여성,입점,647927.2727272727,9.0,3853618.181818183,40.0
2025-01-05,입점,잡화,입점,70181.81818181818,2.0,2526545.4545454546,29.0
2025-01-05,입점,키즈,입점,261909.09090909088,4.0,1854690.9090909092,21.0
2025-01-05,정상,골프,DD,0.0,0.0,204236.3636363636,1.0
2025-01-05,정상,골프,DG,1657636.3636363635,4.0,823363.6363636362,4.0
2025-01-05,정상,골프,HG,377454.5454545454,1.0,890090.9090909092,5.0
2025-01-05,정상,남성,AR,0.0,0.0,-1286818.1818181816,-1.0
2025-01-05,정상,남성,DM,504818.18181818177,3.0,1604545.4545454544,4.0
2025-01-05,정상,남성,HZ,749545.4545454545,2.0,8925272.727272727,27.0
2025-01-05,정상,남성,IE,467636.3636363636,3.0,1960090.9090909087,11.0
2025-01-05,정상,남성,JN,0.0,0.0,1055454.5454545454,0.0
2025-01-05,정상,남성,MA,72000.0,1.0,0.0,0.0
2025-01-05,정상,남성,SP,0.0,0.0,72000.0,1.0
2025-01-05,정상,남성,TN,297154.5454545454,1.0,416454.5454545454,4.0
2025-01-05,정상,남성,UR,117272.72727272726,1.0,767454.5454545454,1.0
2025-01-05,정상,뷰티,CA,0.0,0.0,-26727.272727272724,-1.0
2025-01-05,정상,슈즈,CH,0.0,0.0,164818.1818181818,1.0
