date,txn_type,category,ad_거래액,ad_주문고객수,ep_거래액,ep_주문고객수
2025-01-04,입점,남성,193272.72727272724,3.0,1696090.909090909,19.0
2025-01-04,입점,리빙,315818.18181818177,7.0,3758736.3636363638,30.0
2025-01-04,입점,명품,1882999.9999999998,3.0,15461636.363636363,17.0
2025-01-04,입점,뷰티,1185818.1818181816,13.0,1312354.5454545454,29.0
2025-01-04,입점,슈즈,195363.63636363635,2.0,829636.3636363636,7.0
2025-01-04,입점,스포츠,34454.54545454545,1.0,2459972.727272727,28.0
2025-01-04,입점,아웃도어,842727.2727272726,4.0,2501000.0,22.0
2025-01-04,입점,여성,298227.2727272727,4.0,6425345.454545454,38.0
2025-01-04,입점,잡화,409300.0,6.0,4418254.545454544,18.0
2025-01-04,입점,키즈,776981.8181818181,6.0,2492290.9090909087,28.0
2025-01-04,정상,골프,1316454.5454545454,3.0,1339827.2727272727,4.0
2025-01-04,정상,남성,1053363.6363636362,7.0,14681154.545454541,49.0
2025-01-04,정상,뷰티,156363.63636363635,2.0,26999.999999999996,1.0
2025-01-04,정상,슈즈,1172500.0,5.0,1497727.272727273,9.0
2025-01-04,정상,스포츠,405454.5454545454,4.0,126363.63636363635,1.0
2025-01-04,정상,여성,2151954.5454545454,4.0,5782227.272727272,18.0
2025-01-04,정상,잡화,2555645.4545454546,20.0,4573981.818181818,40.0
2025-01-05,이월,골프,1457272.7272727273,6.0,2441527.2727272725,16.0
2025-01-05,이월,남성,4201318.181818181,18.0,24667145.45454546,80.0
2025-01-05,이월,슈즈,875363.6363636364,8.0,1541545.4545454544,14.0
2025-01-05,이월,스포츠,76363.63636363635,2.0,846272.7272727273,12.0
2025-01-05,이월,여성,6462363.636363636,11.0,27117381.81818182,56.0
2025-01-05,이월,잡화,3067454.5454545445,21.0,18324672.72727272,79.0
2025-01-05,입점,골프,983036.3636363638,8.0,6699763.636363636,54.0
2025-01-05,입점,남성,85363.63636363635,2.0,2846399.9999999995,23.0
2025-01-05,입점,리빙,899545.4545454545,6.0,3308654.5454545454,35.0
2025-01-05,입점,명품,772909.0909090908,2.0,3697272.727272727,16.0
2025-01-05,입점,뷰티,1857090.909090909,17.0,1832072.7272727268,40.0
2025-01-05,입점,슈즈,135454.54545454544,1.0,43636.36363636365,1.0
2025-01-05,입점,스포츠,154727.2727272727,2.0,2613649.9999999986,29.0
2025-01-05,입점,아웃도어,383636.36363636365,3.0,5938999.999999998,45.0
2025-01-05,입점,여성,647927.2727272727,9.0,3853618.1818181826,40.0
2025-01-05,입점,잡화,70181.81818181818,2.0,2526545.4545454546,29.0
2025-01-05,입점,키즈,261909.09090909088,4.0,1854690.909090909,21.0
2025-01-05,정상,골프,2035090.909090909,5.0,1917690.909090909,10.0
2025-01-05,정상,남성,2208427.2727272725,11.0,13514454.545454549,47.0
2025-01-05,정상,뷰티,0.0,0.0,-26727.272727272724,-1.0
2025-01-05,정상,슈즈,324090.90909090906,4.0,685727.2727272726,6.0
2025-01-05,정상,여성,851454.5454545454,3.0,13170545.454545457,33.0
2025-01-05,정상,잡화,2114636.3636363638,20.0,5189054.545454545,38.0
2025-01-06,이월,골프,603299.9999999999,4.0,1580581.818181818,8.0
2025-01-06,이월,남성,1624181.8181818181,11.0,9958236.363636365,54.0
2025-01-06,이월,슈즈,412045.4545454545,2.0,637136.3636363635,7.0
2025-01-06,이월,스포츠,86272.72727272726,2.0,1107727.2727272725,15.0
2025-01-06,이월,여성,732636.3636363636,5.0,7627181.818181816,35.0
2025-01-06,이월,잡화,2588981.8181818174,22.0,13873827.272727279,82.0
2025-01-06,입점,골프,938190.909090909,8.0,2649363.6363636362,23.0
2025-01-06,입점,남성,-145154.54545454544,0.0,1479009.0909090906,16.0
2025-01-06,입점,리빙,927818.1818181816,7.0,4307863.636363638,40.0
2025-01-06,입점,명품,279090.90909090906,1.0,2412454.5454545445,12.0
2025-01-06,입점,뷰티,830818.1818181818,8.0,1203754.545454545,21.0
2025-01-06,입점,슈즈,-6363.636363636368,0.0,765545.4545454545,5.0
2025-01-06,입점,스포츠,752681.8181818181,4.0,2326749.9999999986,29.0
2025-01-06,입점,아웃도어,375727.2727272727,4.0,-1769363.6363636367,9.0
2025-01-06,입점,여성,501727.27272727276,7.0,3470654.5454545454,31.0
2025-01-06,입점,잡화,771818.1818181819,4.0,2248863.6363636362,9.0
2025-01-06,입점,키즈,640909.0909090908,3.0,3084245.454545454,17.0
2025-01-06,정상,골프,178545.45454545453,2.0,4558818.181818183,16.0
2025-01-06,정상,남성,-23000.0,0.0,4718536.363636363,22.0
2025-01-06,정상,뷰티,222727.2727272727,2.0,78181.81818181818,1.0
2025-01-06,정상,슈즈,945772.7272727271,10.0,649999.9999999999,6.0
2025-01-06,정상,스포츠,279090.90909090906,3.0,0.0,0.0
2025-01-06,정상,여성,-188363.63636363635,-1.0,5248636.363636364,6.0
2025-01-06,정상,잡화,3677645.4545454546,27.0,6420527.2727272725,50.0
2025-01-07,이월,골프,845454.5454545454,3.0,6772454.545454543,20.0
2025-01-07,이월,남성,4383436.363636362,20.0,19629409.090909082,62.0
2025-01-07,이월,슈즈,-150090.90909090912,-2.0,267299.99999999994,1.0
2025-01-07,이월,스포츠,348318.18181818177,7.0,999999.9999999995,16.0
2025-01-07,이월,여성,933363.6363636362,7.0,21147909.090909086,50.0
2025-01-07,이월,잡화,2723690.9090909087,22.0,12570636.363636363,61.0
2025-01-07,입점,골프,895300.0,6.0,4110863.636363636,18.0
2025-01-07,입점,남성,-765818.1818181816,-3.0,4283581.818181817,30.0
2025-01-07,입점,리빙,1098545.4545454544,11.0,1757666.3636363633,29.0
2025-01-07,입점,명품,3589999.9999999995,3.0,7357545.454545455,11.0
2025-01-07,입점,뷰티,714772.7272727272,10.0,2260254.545454546,37.0
2025-01-07,입점,슈즈,425818.18181818177,3.0,355636.36363636365,4.0
2025-01-07,입점,스포츠,325181.8181818181,4.0,2516536.3636363633,40.0
2025-01-07,입점,아웃도어,645636.3636363635,4.0,6120363.636363637,47.0
2025-01-07,입점,여성,1318227.2727272725,15.0,4850909.09090909,25.0
2025-01-07,입점,잡화,1163272.7272727273,5.0,856272.7272727272,10.0
2025-01-07,입점,키즈,900627.2727272727,7.0,2547090.9090909087,32.0
2025-01-07,정상,골프,-490909.0909090909,0.0,2223509.090909091,9.0
2025-01-07,정상,남성,1382227.2727272725,6.0,9018718.181818178,30.0
2025-01-07,정상,뷰티,28363.63636363636,1.0,90272.72727272726,3.0
2025-01-07,정상,슈즈,1203363.6363636365,6.0,1764090.909090909,11.0
2025-01-07,정상,스포츠,0.0,0.0,280909.0909090909,1.0
2025-01-07,정상,여성,2697227.272727272,6.0,7615545.454545455,29.0
2025-01-07,정상,잡화,2981999.9999999995,20.0,5344081.818181819,43.0
2025-01-08,이월,골프,-271181.8181818181,-1.0,2191218.181818182,13.0
2025-01-08,이월,남성,4536109.090909091,19.0,19115145.45454545,56.0
2025-01-08,이월,슈즈,597845.4545454545,5.0,845690.9090909091,5.0
2025-01-08,이월,스포츠,223999.99999999997,5.0,1437181.8181818177,20.0
2025-01-08,이월,여성,1109000.0,1.0,18073181.818181813,51.0
2025-01-08,이월,잡화,3419636.363636364,31.0,14643781.818181818,67.0
2025-01-08,입점,골프,859909.0909090908,3.0,5170763.636363636,35.0
2025-01-08,입점,남성,824818.1818181818,6.0,2684818.1818181807,24.0
2025-01-08,입점,리빙,1373818.1818181816,10.0,4806824.545454545,37.0
2025-01-08,입점,명품,2029363.636363636,3.0,10306236.363636363,15.0
2025-01-08,입점,뷰티,853909.0909090908,13.0,2276254.545454545,46.0
2025-01-08,입점,슈즈,441818.18181818177,3.0,884818.1818181818,7.0
2025-01-08,입점,스포츠,912090.909090909,13.0,2915409.0909090904,34.0
2025-01-08,입점,아웃도어,766090.909090909,4.0,15248245.454545457,47.0
2025-01-08,입점,여성,1213363.636363636,5.0,4135390.90909091,38.0
2025-01-08,입점,잡화,901818.1818181819,2.0,1286690.9090909087,9.0
2025-01-08,입점,키즈,3754999.9999999995,6.0,3943409.090909091,31.0
2025-01-08,정상,골프,183690.9090909091,1.0,120981.81818181812,6.0
2025-01-08,정상,남성,2815727.272727273,12.0,10659381.81818182,39.0
2025-01-08,정상,뷰티,0.0,0.0,254818.1818181818,6.0
2025-01-08,정상,슈즈,-27045.45454545456,0.0,930227.2727272725,10.0
2025-01-08,정상,스포츠,0.0,0.0,53636.36363636363,1.0
2025-01-08,정상,여성,2687363.6363636367,4.0,16244227.27272727,32.0
2025-01-08,정상,잡화,3821036.363636363,35.0,5557899.999999997,53.0
2025-01-09,이월,골프,114545.45454545453,1.0,559563.6363636365,3.0
2025-01-09,이월,남성,3932445.454545455,14.0,12162536.363636363,36.0
2025-01-09,이월,슈즈,321727.2727272727,3.0,359300.0,3.0
2025-01-09,이월,스포츠,192909.09090909088,3.0,1347500.0000000005,12.0
2025-01-09,이월,여성,-3696818.1818181826,-3.0,11957590.909090906,28.0
2025-01-09,이월,잡화,1686163.6363636362,17.0,9635763.636363637,48.0
2025-01-09,입점,골프,855818.1818181818,4.0,2030272.7272727268,24.0
2025-01-09,입점,남성,473636.36363636365,5.0,2476136.3636363633,30.0
2025-01-09,입점,리빙,1016590.909090909,11.0,3974545.454545454,27.0
2025-01-09,입점,명품,1404090.9090909092,4.0,6928209.090909091,15.0
2025-01-09,입점,뷰티,907909.090909091,13.0,1627554.5454545454,26.0
2025-01-09,입점,슈즈,360000.0,3.0,-578727.2727272727,-2.0
2025-01-09,입점,스포츠,82000.00000000001,1.0,1922818.1818181816,26.0
2025-01-09,입점,아웃도어,509090.90909090906,2.0,5001545.454545452,34.0
2025-01-09,입점,여성,404499.9999999999,1.0,81636.36363636353,2.0
2025-01-09,입점,잡화,378000.0,7.0,10910909.09090909,10.0
2025-01-09,입점,키즈,822090.9090909091,9.0,2706109.090909091,27.0
2025-01-09,정상,골프,101909.09090909088,3.0,774490.9090909093,9.0
2025-01-09,정상,남성,-211390.9090909091,4.0,14294772.727272727,33.0
2025-01-09,정상,뷰티,212727.2727272727,2.0,77909.0909090909,3.0
2025-01-09,정상,슈즈,942409.0909090908,6.0,240454.54545454544,1.0
2025-01-09,정상,스포츠,53636.36363636363,1.0,126363.63636363635,1.0
2025-01-09,정상,여성,-898954.5454545454,-2.0,6171181.8181818165,13.0
2025-01-09,정상,잡화,3860227.2727272725,33.0,5431527.2727272725,55.0
2025-01-10,이월,골프,641818.1818181818,5.0,917327.2727272727,8.0
2025-01-10,이월,남성,2705318.1818181816,10.0,17108118.181818176,40.0
2025-01-10,이월,슈즈,168818.18181818185,2.0,428918.18181818177,4.0
2025-01-10,이월,스포츠,322181.8181818182,3.0,569454.5454545455,10.0
2025-01-10,이월,여성,2648636.3636363633,6.0,16663845.454545446,35.0
2025-01-10,이월,잡화,2366818.1818181816,19.0,9708627.272727272,52.0
2025-01-10,입점,골프,-207954.5454545454,-1.0,1277627.2727272727,8.0
2025-01-10,입점,남성,0.0,0.0,2172790.909090909,12.0
2025-01-10,입점,리빙,985000.0,8.0,2683999.9999999995,29.0
2025-01-10,입점,명품,129090.90909090912,0.0,8202427.272727273,14.0
2025-01-10,입점,뷰티,454018.1818181818,9.0,1689799.9999999998,41.0
2025-01-10,입점,슈즈,0.0,0.0,281727.2727272727,2.0
2025-01-10,입점,스포츠,1179236.3636363638,8.0,3347836.3636363633,25.0
2025-01-10,입점,아웃도어,867272.7272727272,3.0,4818636.363636363,30.0
2025-01-10,입점,여성,-88227.27272727275,2.0,797445.4545454544,16.0
2025-01-10,입점,잡화,568590.9090909091,9.0,4272654.545454546,16.0
2025-01-10,입점,키즈,571818.1818181818,4.0,1610772.727272727,18.0
2025-01-10,정상,골프,-4189709.090909091,2.0,2440290.909090909,9.0
2025-01-10,정상,남성,369227.2727272729,2.0,11396736.363636363,36.0
2025-01-10,정상,뷰티,78181.81818181818,1.0,190000.0,4.0
2025-01-10,정상,슈즈,929636.3636363636,5.0,616363.6363636364,3.0
2025-01-10,정상,여성,974227.2727272726,2.0,17227181.818181813,40.0
2025-01-10,정상,잡화,3754400.0,35.0,6993154.545454545,55.0
2025-01-11,이월,골프,160636.36363636362,1.0,889636.363636364,13.0
2025-01-11,이월,남성,2512563.636363637,14.0,20795136.363636363,61.0
2025-01-11,이월,슈즈,426490.90909090906,3.0,1350954.5454545454,10.0
2025-01-11,이월,스포츠,160636.36363636362,2.0,992636.3636363635,14.0
2025-01-11,이월,여성,4986181.818181818,13.0,20413090.909090906,46.0
2025-01-11,이월,잡화,895527.2727272726,10.0,9942763.636363637,66.0
2025-01-11,입점,골프,1132163.6363636362,7.0,4390454.545454545,33.0
2025-01-11,입점,남성,275454.5454545454,4.0,4637154.545454546,28.0
2025-01-11,입점,리빙,1732427.2727272727,14.0,3271272.7272727266,32.0
2025-01-11,입점,명품,2089727.2727272725,5.0,5933090.909090909,9.0
2025-01-11,입점,뷰티,480090.90909090906,8.0,2744963.6363636362,41.0
2025-01-11,입점,슈즈,298181.8181818181,2.0,1696763.6363636362,10.0
2025-01-11,입점,스포츠,765272.7272727272,10.0,3497090.909090909,25.0
2025-01-11,입점,아웃도어,1732454.5454545454,4.0,9452181.818181816,44.0
2025-01-11,입점,여성,227454.54545454544,3.0,3783072.7272727266,46.0
2025-01-11,입점,잡화,536818.1818181818,4.0,1308018.1818181816,18.0
2025-01-11,입점,키즈,-103454.54545454546,2.0,1937745.4545454546,26.0
2025-01-11,정상,골프,761909.0909090908,4.0,531999.9999999999,6.0
2025-01-11,정상,남성,828290.909090909,6.0,6069372.727272725,23.0
2025-01-11,정상,뷰티,137090.90909090906,2.0,0.0,0.0
2025-01-11,정상,슈즈,642863.6363636362,2.0,1225409.0909090908,10.0
2025-01-11,정상,스포츠,53636.36363636363,1.0,0.0,0.0
2025-01-11,정상,여성,1235500.0,4.0,14852863.636363637,27.0
2025-01-11,정상,잡화,1916336.3636363635,16.0,8246336.363636362,57.0
2025-01-12,이월,골프,260727.2727272727,1.0,4878218.181818182,24.0
2025-01-12,이월,남성,5210618.181818182,13.0,30151572.72727272,85.0
2025-01-12,이월,슈즈,111727.27272727272,0.0,1507481.8181818181,14.0
2025-01-12,이월,스포츠,170818.1818181818,2.0,1421818.1818181816,19.0
2025-01-12,이월,여성,5184000.0,10.0,22293272.72727272,67.0
2025-01-12,이월,잡화,1604236.3636363635,15.0,14637199.999999996,73.0
2025-01-12,입점,골프,1316236.3636363635,9.0,3535818.181818181,39.0
2025-01-12,입점,남성,1139136.3636363635,10.0,3199863.6363636362,29.0
2025-01-12,입점,리빙,1871090.909090909,12.0,2330954.545454545,42.0
2025-01-12,입점,명품,106363.63636363635,1.0,12162500.000000004,23.0
2025-01-12,입점,뷰티,843000.0,16.0,1933927.2727272727,43.0
2025-01-12,입점,슈즈,360909.0909090909,4.0,1660545.4545454544,13.0
2025-01-12,입점,스포츠,696727.2727272727,6.0,3251845.454545454,32.0
2025-01-12,입점,아웃도어,465090.90909090906,3.0,10303363.636363635,48.0
2025-01-12,입점,여성,370727.2727272727,6.0,4363845.454545455,36.0
2025-01-12,입점,잡화,868136.3636363638,8.0,3241063.6363636362,11.0
2025-01-12,입점,키즈,834909.0909090909,9.0,2368109.090909091,40.0
2025-01-12,정상,골프,388236.3636363636,3.0,2491218.1818181816,12.0
2025-01-12,정상,남성,1285636.3636363633,4.0,11163109.090909092,41.0
2025-01-12,정상,뷰티,0.0,0.0,24090.90909090909,1.0
2025-01-12,정상,슈즈,863136.3636363636,5.0,1197954.5454545454,4.0
2025-01-12,정상,스포츠,0.0,0.0,0.0,0.0
2025-01-12,정상,여성,475772.7272727273,1.0,10565227.272727272,28.0
2025-01-12,정상,잡화,4324754.545454544,29.0,7798127.2727272725,56.0
2025-01-13,이월,골프,714000.0,3.0,1958963.6363636365,11.0
2025-01-13,이월,남성,2054181.8181818181,10.0,13531309.090909094,54.0
2025-01-13,이월,슈즈,44154.54545454544,1.0,573909.0909090908,5.0
2025-01-13,이월,스포츠,365000.0,6.0,1203000.0,16.0
2025-01-13,이월,여성,1938363.6363636367,2.0,12958454.545454545,39.0
2025-01-13,이월,잡화,2303381.8181818184,16.0,16874109.09090909,56.0
2025-01-13,입점,골프,-183318.18181818177,1.0,661400.0000000001,11.0
2025-01-13,입점,남성,72818.18181818181,1.0,4364209.090909091,36.0
2025-01-13,입점,리빙,805018.1818181818,9.0,2737154.545454545,45.0
2025-01-13,입점,명품,-1672272.727272727,-2.0,-2685400.0000000005,0.0
2025-01-13,입점,뷰티,1757090.909090909,20.0,3067172.727272727,48.0
2025-01-13,입점,슈즈,510363.6363636363,2.0,832545.4545454545,3.0
2025-01-13,입점,스포츠,663236.3636363635,7.0,959236.3636363638,21.0
2025-01-13,입점,아웃도어,186727.2727272727,3.0,3905636.3636363624,35.0
2025-01-13,입점,여성,-853281.818181818,-3.0,1328390.909090909,3.0
2025-01-13,입점,잡화,89909.09090909091,2.0,6706390.909090909,19.0
2025-01-13,입점,키즈,817545.4545454545,7.0,2536690.9090909087,24.0
2025-01-13,정상,골프,893809.0909090909,5.0,1608509.0909090906,7.0
2025-01-13,정상,남성,1214609.0909090908,6.0,5856590.90909091,30.0
2025-01-13,정상,뷰티,59999.99999999999,1.0,116272.72727272726,3.0
2025-01-13,정상,슈즈,1007454.5454545454,5.0,2731045.454545454,15.0
2025-01-13,정상,스포츠,36181.81818181818,1.0,235454.54545454544,1.0
2025-01-13,정상,여성,3147318.1818181816,1.0,1821954.5454545452,8.0
2025-01-13,정상,잡화,2812790.909090909,26.0,8190127.272727271,63.0
2025-01-14,이월,골프,1091000.0,5.0,1587090.909090909,7.0
2025-01-14,이월,남성,1274600.0,12.0,6611590.909090912,39.0
2025-01-14,이월,슈즈,1247545.4545454546,10.0,861509.0909090909,8.0
2025-01-14,이월,스포츠,480909.0909090909,7.0,1257363.636363636,16.0
2025-01-14,이월,여성,-1066818.1818181819,5.0,12092454.545454543,25.0
2025-01-14,이월,잡화,3069999.9999999995,25.0,14813199.999999994,81.0
2025-01-14,입점,골프,723199.9999999999,6.0,1948909.090909091,17.0
2025-01-14,입점,남성,-54454.54545454545,-1.0,3344090.909090908,20.0
2025-01-14,입점,리빙,1902636.3636363635,12.0,3987420.909090909,41.0
2025-01-14,입점,명품,-2397272.7272727266,0.0,6160636.363636363,17.0
2025-01-14,입점,뷰티,9090.909090909103,6.0,2859027.2727272734,48.0
2025-01-14,입점,슈즈,86363.63636363635,1.0,147181.81818181818,1.0
2025-01-14,입점,스포츠,1223818.1818181819,10.0,2497354.5454545445,27.0
2025-01-14,입점,아웃도어,-174545.45454545453,1.0,2961818.181818182,23.0
2025-01-14,입점,여성,775636.3636363636,9.0,1776218.1818181816,11.0
2025-01-14,입점,잡화,216454.54545454544,5.0,1632090.9090909087,9.0
2025-01-14,입점,키즈,420545.45454545453,4.0,1671890.9090909092,26.0
2025-01-14,정상,골프,434636.36363636365,3.0,2620927.2727272725,18.0
2025-01-14,정상,남성,2341681.818181818,12.0,9314154.545454547,35.0
2025-01-14,정상,뷰티,0.0,0.0,19000.0,1.0
2025-01-14,정상,슈즈,388681.8181818181,3.0,1422454.5454545454,8.0
2025-01-14,정상,스포츠,-144545.45454545453,-1.0,35454.54545454545,1.0
2025-01-14,정상,여성,1290181.8181818181,2.0,4827272.727272726,20.0
2025-01-14,정상,잡화,5193945.454545454,36.0,13154654.545454543,89.0
2025-01-15,이월,골프,365581.8181818181,3.0,2023400.0000000002,11.0
2025-01-15,이월,남성,1884681.8181818181,13.0,15829054.545454547,53.0
2025-01-15,이월,슈즈,478618.18181818177,5.0,1132845.4545454546,8.0
2025-01-15,이월,스포츠,519818.1818181818,5.0,738727.2727272727,11.0
2025-01-15,이월,여성,3912181.8181818184,10.0,15415063.636363633,48.0
2025-01-15,이월,잡화,2758418.1818181816,31.0,12120781.81818182,78.0
2025-01-15,입점,골프,392454.54545454535,6.0,4543352.727272727,27.0
2025-01-15,입점,남성,390399.99999999994,3.0,1226436.3636363633,10.0
2025-01-15,입점,리빙,562627.2727272727,7.0,2679409.090909091,31.0
2025-01-15,입점,명품,1540909.0909090908,3.0,12668927.272727273,24.0
2025-01-15,입점,뷰티,629272.7272727271,13.0,1941295.4545454546,36.0
2025-01-15,입점,슈즈,460000.0,3.0,543454.5454545454,3.0
2025-01-15,입점,스포츠,489999.99999999994,5.0,1132454.5454545454,15.0
2025-01-15,입점,아웃도어,334090.90909090906,4.0,1585636.3636363633,11.0
2025-01-15,입점,여성,598090.9090909091,4.0,2478100.0,27.0
2025-01-15,입점,잡화,-432181.8181818183,3.0,3046363.6363636367,11.0
2025-01-15,입점,키즈,315727.2727272727,2.0,1292572.7272727273,19.0
2025-01-15,정상,골프,1195199.9999999998,7.0,-2059727.2727272725,9.0
2025-01-15,정상,남성,2821409.09090909,8.0,10657945.454545453,42.0
2025-01-15,정상,뷰티,196999.99999999997,6.0,50818.18181818181,2.0
2025-01-15,정상,슈즈,389363.63636363635,3.0,2288181.818181818,8.0
2025-01-15,정상,스포츠,0.0,0.0,134545.45454545453,2.0
2025-01-15,정상,여성,909045.4545454545,3.0,7749772.727272726,27.0
2025-01-15,정상,잡화,3036045.4545454537,24.0,9408099.999999998,74.0
2025-01-16,이월,골프,786363.6363636364,4.0,3637499.9999999995,15.0
2025-01-16,이월,남성,2998990.909090909,19.0,16455881.818181818,43.0
2025-01-16,이월,슈즈,353272.72727272724,2.0,606745.4545454545,6.0
2025-01-16,이월,스포츠,154818.1818181818,3.0,1096545.4545454544,16.0
2025-01-16,이월,여성,121363.63636363606,5.0,5804190.909090908,29.0
2025-01-16,이월,잡화,2945363.6363636367,27.0,15367418.181818176,88.0
